pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
16,n<=32,sr<=5%,kvB<=16k,kp<=2k,0.0431,2
16,n<=32,sr<=5%,kvB<=16k,kp<=4k,0.0435,2
16,n<=32,sr<=5%,kvB<=16k,kp<=512,0.0623,2
16,n<=32,sr<=5%,kvB<=16k,kp<=8k,0.0182,2
16,n<=32,sr<=5%,kvB<=16k,kp=0,0.0621,2
16,n<=32,sr<=5%,kvB<=1k,kp<=1k,0.0146,2
16,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.0084,2
16,n<=32,sr<=5%,kvB<=1k,kp<=4k,-0.005,2
16,n<=32,sr<=5%,kvB<=1k,kp<=512,0.0386,2
16,n<=32,sr<=5%,kvB<=1k,kp<=8k,0.0144,2
16,n<=32,sr<=5%,kvB<=1k,kp=0,0.0559,2
16,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.0567,2
16,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.0397,2
16,n<=32,sr<=5%,kvB<=4k,kp<=4k,0.0184,2
16,n<=32,sr<=5%,kvB<=4k,kp<=512,0.0546,2
16,n<=32,sr<=5%,kvB<=4k,kp<=8k,0.0098,2
16,n<=32,sr<=5%,kvB<=4k,kp=0,0.0909,2
16,n<=32,sr<=70%,kvB<=16k,kp<=1k,0.1936,2
16,n<=32,sr<=70%,kvB<=16k,kp<=2k,0.1609,2
16,n<=32,sr<=70%,kvB<=16k,kp<=4k,0.126,2
16,n<=32,sr<=70%,kvB<=16k,kp<=512,0.18,2
16,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.1315,2
16,n<=32,sr<=70%,kvB<=16k,kp=0,0.1881,2
16,n<=32,sr<=70%,kvB<=1k,kp<=1k,0.1849,2
16,n<=32,sr<=70%,kvB<=1k,kp<=2k,0.2532,2
16,n<=32,sr<=70%,kvB<=1k,kp<=4k,0.2516,2
16,n<=32,sr<=70%,kvB<=1k,kp<=512,0.1948,2
16,n<=32,sr<=70%,kvB<=1k,kp<=8k,0.1787,2
16,n<=32,sr<=70%,kvB<=1k,kp=0,0.3031,2
16,n<=32,sr<=70%,kvB<=4k,kp<=1k,0.2262,2
16,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.2463,2
16,n<=32,sr<=70%,kvB<=4k,kp<=4k,0.2308,2
16,n<=32,sr<=70%,kvB<=4k,kp<=512,0.4101,2
16,n<=32,sr<=70%,kvB<=4k,kp<=8k,0.2524,2
16,n<=32,sr<=70%,kvB<=4k,kp=0,0.4784,2
16,n<=32,sr>70%,kvB<=16k,kp<=1k,0.3804,4
16,n<=32,sr>70%,kvB<=16k,kp<=2k,0.4242,4
16,n<=32,sr>70%,kvB<=16k,kp<=4k,0.2919,4
16,n<=32,sr>70%,kvB<=16k,kp<=512,0.4429,4
16,n<=32,sr>70%,kvB<=16k,kp<=8k,0.2739,4
16,n<=32,sr>70%,kvB<=16k,kp=0,0.4348,4
16,n<=32,sr>70%,kvB<=1k,kp<=1k,0.5726,4
16,n<=32,sr>70%,kvB<=1k,kp<=2k,0.3951,4
16,n<=32,sr>70%,kvB<=1k,kp<=4k,0.4204,4
16,n<=32,sr>70%,kvB<=1k,kp<=512,0.5045,4
16,n<=32,sr>70%,kvB<=1k,kp<=8k,0.5579,4
16,n<=32,sr>70%,kvB<=1k,kp=0,1.0148,4
16,n<=32,sr>70%,kvB<=4k,kp<=1k,0.524,4
16,n<=32,sr>70%,kvB<=4k,kp<=2k,0.4974,4
16,n<=32,sr>70%,kvB<=4k,kp<=4k,0.5869,4
16,n<=32,sr>70%,kvB<=4k,kp<=512,1.0742,4
16,n<=32,sr>70%,kvB<=4k,kp<=8k,0.445,4
16,n<=32,sr>70%,kvB<=4k,kp=0,1.3026,4
16,n<=4,sr<=40%,kvB<=16k,kp<=1k,0.3102,2
16,n<=4,sr<=40%,kvB<=16k,kp<=2k,0.2193,2
16,n<=4,sr<=40%,kvB<=16k,kp<=4k,0.285,2
16,n<=4,sr<=40%,kvB<=16k,kp<=512,0.4223,2
16,n<=4,sr<=40%,kvB<=16k,kp<=8k,0.2172,2
16,n<=4,sr<=40%,kvB<=16k,kp=0,0.519,2
16,n<=4,sr<=40%,kvB<=1k,kp<=1k,0.1672,2
16,n<=4,sr<=40%,kvB<=1k,kp<=2k,0.312,2
16,n<=4,sr<=40%,kvB<=1k,kp<=4k,0.3004,2
16,n<=4,sr<=40%,kvB<=1k,kp<=512,0.2786,2
16,n<=4,sr<=40%,kvB<=1k,kp<=8k,0.2891,2
16,n<=4,sr<=40%,kvB<=1k,kp=0,0.2852,5
16,n<=4,sr<=40%,kvB<=4k,kp<=1k,0.2925,2
16,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.2096,2
16,n<=4,sr<=40%,kvB<=4k,kp<=4k,0.0856,2
16,n<=4,sr<=40%,kvB<=4k,kp<=512,0.226,2
16,n<=4,sr<=40%,kvB<=4k,kp<=8k,0.1475,2
16,n<=4,sr<=40%,kvB<=4k,kp=0,0.3829,3
16,n<=4,sr<=70%,kvB<=16k,kp<=1k,0.6267,2
16,n<=4,sr<=70%,kvB<=16k,kp<=2k,0.3679,2
16,n<=4,sr<=70%,kvB<=16k,kp<=4k,0.184,2
16,n<=4,sr<=70%,kvB<=16k,kp<=512,0.8059,2
16,n<=4,sr<=70%,kvB<=16k,kp<=8k,0.1176,2
16,n<=4,sr<=70%,kvB<=16k,kp=0,0.9554,2
16,n<=4,sr<=70%,kvB<=1k,kp<=1k,0.0595,2
16,n<=4,sr<=70%,kvB<=1k,kp<=2k,0.5274,2
16,n<=4,sr<=70%,kvB<=1k,kp<=4k,0.5027,2
16,n<=4,sr<=70%,kvB<=1k,kp<=512,0.2963,2
