prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
16,8192,2,8192,495.802
16,8192,2,16384,963.123
16,8192,4,16,258.839
16,8192,4,32,258.935
16,8192,4,64,258.872
16,8192,4,128,265.357
16,8192,4,256,272.791
16,8192,4,512,286.818
16,8192,4,1024,316.674
16,8192,4,2048,377.197
16,8192,4,4096,496.025
16,8192,4,8192,736.923
16,8192,4,16384,1421.27
16,8192,8,16,271.842
16,8192,8,32,273.847
16,8192,8,64,273.592
16,8192,8,128,289.677
16,8192,8,256,307.426
16,8192,8,512,343.586
16,8192,8,1024,418.414
16,8192,8,2048,563.951
16,8192,8,4096,741.605
16,8192,8,8192,1216.17
16,8192,8,16384,2512.31
16,8192,16,16,300.279
16,8192,16,32,301.986
16,8192,16,64,302.968
16,8192,16,128,340.237
16,8192,16,256,379.299
16,8192,16,512,459.492
16,8192,16,1024,595.023
16,8192,16,2048,825.233
16,8192,16,4096,1311.78
16,8192,16,8192,2366.83
16,8192,16,16384,5142.83
16,8192,32,16,357.326
16,8192,32,32,360.238
16,8192,32,64,362.563
16,8192,32,128,434.372
16,8192,32,256,515.14
