layer,sequences,time_us
lm_head,1,682.3234000000073
lm_head,2,620.8598000000014
lm_head,4,655.1701999999935
lm_head,16,713.0477999999996
lm_head,32,731.9631999999971
lm_head,64,790.4132000000038
sampler,1,13.502399999999488
sampler,2,8.571599999999671
sampler,8,14.201399999999058
sampler,16,22.253000000000405
sampler,32,36.61579999999983
sampler,128,136.9024000000003
sampler,256,250.3415999999993
