truth winner: cuda-a40-node_a40a-tp4-dp1-s128-t8192  V=-73,560.0
degradable pool: 11  penalty: 198,990.0
  k=1 set=0 ['link_bw:fabric-rngd0-a40a'] done
  k=1 set=1 ['link_bw:fabric-rngd0-a40b'] done
  k=1 set=2 ['link_bw:fabric-rngd1-a40a'] done
  k=1 set=3 ['link_bw:fabric-rngd1-a40b'] done
  k=1 set=4 ['link_bw:fabric-rngd0-rngd1'] done
  k=1 set=5 ['link_bw:fabric-a40a-a40b'] done
  k=1 set=6 ['profile:cuda-a40-node_a40a'] done
  k=1 set=7 ['profile:cuda-a40-node_a40b'] done
  k=1 set=8 ['profile:furiosa-rngd-card-node_rngd0'] done
  k=1 set=9 ['profile:furiosa-rngd-card-node_rngd1'] done
  k=1 set=10 ['sim_error:domain'] done
  k=3 set=137 ['link_bw:fabric-rngd0-rngd1', 'profile:cuda-a40-node_a40a', 'profile:furiosa-rngd-card-node_rngd1'] done
  k=3 set=138 ['link_bw:fabric-rngd0-rngd1', 'profile:cuda-a40-node_a40a', 'sim_error:domain'] done
  k=3 set=139 ['link_bw:fabric-rngd0-rngd1', 'profile:cuda-a40-node_a40b', 'profile:furiosa-rngd-card-node_rngd0'] done
  k=3 set=140 ['link_bw:fabric-rngd0-rngd1', 'profile:cuda-a40-node_a40b', 'profile:furiosa-rngd-card-node_rngd1'] done
  k=3 set=141 ['link_bw:fabric-rngd0-rngd1', 'profile:cuda-a40-node_a40b', 'sim_error:domain'] done
  k=3 set=142 ['link_bw:fabric-rngd0-rngd1', 'profile:furiosa-rngd-card-node_rngd0', 'profile:furiosa-rngd-card-node_rngd1'] done
  k=3 set=143 ['link_bw:fabric-rngd0-rngd1', 'profile:furiosa-rngd-card-node_rngd0', 'sim_error:domain'] done
  k=3 set=144 ['link_bw:fabric-rngd0-rngd1', 'profile:furiosa-rngd-card-node_rngd1', 'sim_error:domain'] done
  k=3 set=145 ['link_bw:fabric-a40a-a40b', 'profile:cuda-a40-node_a40a', 'profile:cuda-a40-node_a40b'] done
  k=3 set=146 ['link_bw:fabric-a40a-a40b', 'profile:cuda-a40-node_a40a', 'profile:furiosa-rngd-card-node_rngd0'] done
  k=3 set=147 ['link_bw:fabric-a40a-a40b', 'profile:cuda-a40-node_a40a', 'profile:furiosa-rngd-card-node_rngd1'] done
  k=3 set=148 ['link_bw:fabric-a40a-a40b', 'profile:cuda-a40-node_a40a', 'sim_error:domain'] done
  k=3 set=149 ['link_bw:fabric-a40a-a40b', 'profile:cuda-a40-node_a40b', 'profile:furiosa-rngd-card-node_rngd0'] done
  k=3 set=150 ['link_bw:fabric-a40a-a40b', 'profile:cuda-a40-node_a40b', 'profile:furiosa-rngd-card-node_rngd1'] done
  k=3 set=151 ['link_bw:fabric-a40a-a40b', 'profile:cuda-a40-node_a40b', 'sim_error:domain'] done
  k=3 set=152 ['link_bw:fabric-a40a-a40b', 'profile:furiosa-rngd-card-node_rngd0', 'profile:furiosa-rngd-card-node_rngd1'] done
  k=3 set=153 ['link_bw:fabric-a40a-a40b', 'profile:furiosa-rngd-card-node_rngd0', 'sim_error:domain'] done
  k=3 set=154 ['link_bw:fabric-a40a-a40b', 'profile:furiosa-rngd-card-node_rngd1', 'sim_error:domain'] done
  k=3 set=155 ['profile:cuda-a40-node_a40a', 'profile:cuda-a40-node_a40b', 'profile:furiosa-rngd-card-node_rngd0'] done
  k=3 set=156 ['profile:cuda-a40-node_a40a', 'profile:cuda-a40-node_a40b', 'profile:furiosa-rngd-card-node_rngd1'] done
  k=3 set=157 ['profile:cuda-a40-node_a40a', 'profile:cuda-a40-node_a40b', 'sim_error:domain'] done
  k=3 set=158 ['profile:cuda-a40-node_a40a', 'profile:furiosa-rngd-card-node_rngd0', 'profile:furiosa-rngd-card-node_rngd1'] done
  k=3 set=159 ['profile:cuda-a40-node_a40a', 'profile:furiosa-rngd-card-node_rngd0', 'sim_error:domain'] done
  k=3 set=160 ['profile:cuda-a40-node_a40a', 'profile:furiosa-rngd-card-node_rngd1', 'sim_error:domain'] done
  k=3 set=161 ['profile:cuda-a40-node_a40b', 'profile:furiosa-rngd-card-node_rngd0', 'profile:furiosa-rngd-card-node_rngd1'] done
  k=3 set=162 ['profile:cuda-a40-node_a40b', 'profile:furiosa-rngd-card-node_rngd0', 'sim_error:domain'] done
  k=3 set=163 ['profile:cuda-a40-node_a40b', 'profile:furiosa-rngd-card-node_rngd1', 'sim_error:domain'] done
  k=3 set=164 ['profile:furiosa-rngd-card-node_rngd0', 'profile:furiosa-rngd-card-node_rngd1', 'sim_error:domain'] done
wrote outputs/uncertainty/s2/eb/eb1_regret_vs_budget_s2.json
eb1 exit=0
