prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,11.5523
0,0,1,32,11.5727
0,0,1,64,11.6587
0,0,1,128,16.523
0,0,1,256,16.7687
0,0,1,512,17.2687
0,0,1,1024,18.2617
0,0,1,2048,20.3627
0,0,1,4096,26.411
0,0,1,8192,40.7033
0,0,1,16384,56.906
0,0,2,16,17.898
0,0,2,32,17.9413
0,0,2,64,17.93
0,0,2,128,21.3863
0,0,2,256,21.632
0,0,2,512,22.3577
0,0,2,1024,23.9363
0,0,2,2048,28.554
0,0,2,4096,40.01
0,0,2,8192,54.8053
0,0,2,16384,88.1497
0,0,4,16,17.9203
0,0,4,32,17.9527
0,0,4,64,18.0153
0,0,4,128,21.4713
0,0,4,256,21.9843
0,0,4,512,23.3487
0,0,4,1024,27.2103
0,0,4,2048,37.1833
0,0,4,4096,51.862
0,0,4,8192,82.3357
0,0,4,16384,136.457
0,0,8,16,17.8767
0,0,8,32,17.8877
0,0,8,64,18.0367
0,0,8,128,21.7913
0,0,8,256,22.784
0,0,8,512,26.709
0,0,8,1024,36.3413
0,0,8,2048,51.9133
0,0,8,4096,80.405
0,0,8,8192,135.849
0,0,8,16384,244.339
0,0,16,16,17.8027
0,0,16,32,17.9627
0,0,16,64,18.3147
0,0,16,128,22.603
0,0,16,256,28.3733
0,0,16,512,35.5197
0,0,16,1024,51.6467
0,0,16,2048,79.403
0,0,16,4096,134.473
0,0,16,8192,242.227
0,0,16,16384,460.891
0,0,32,16,18.6233
0,0,32,32,19.062
0,0,32,64,20.0423
0,0,32,128,28.6723
0,0,32,256,37.984
0,0,32,512,53.6743
0,0,32,1024,81.6523
0,0,32,2048,140.275
0,0,32,4096,247.912
0,0,32,8192,463.503
0,0,32,16384,907.139
0,0,64,16,23.9887
0,0,64,32,24.565
0,0,64,64,27.4233
0,0,64,128,38.3147
0,0,64,256,55.5727
0,0,64,512,84.2777
0,0,64,1024,140.009
0,0,64,2048,251.495
0,0,64,4096,471.686
0,0,64,8192,906.955
0,0,64,16384,1790.47
0,0,128,16,34.9657
0,0,128,32,35.669
0,0,128,64,38.8263
0,0,128,128,60.906
0,0,128,256,91.2837
0,0,128,512,151.54
0,0,128,1024,272.51
0,0,128,2048,512.729
0,0,128,4096,992.79
0,0,128,8192,1961.3
0,0,128,16384,3923.93
0,0,256,16,52.864
0,0,256,32,55.2957
0,0,256,64,60.5967
0,0,256,128,93.4823
0,0,256,256,150.206
0,0,256,512,264.626
0,0,256,1024,491.312
0,0,256,2048,942.987
0,0,256,4096,1857.54
0,0,256,8192,3690.28
0,0,256,16384,7381.85
16,0,0,0,12.789
16,0,1,16,12.32
16,0,1,32,12.3303
16,0,1,64,12.427
16,0,1,128,14.6983
