layer,tokens,time_us
act_fn,2,2.0787999999996827
act_fn,4,2.4550000000001773
act_fn,8,3.1915999999999487
act_fn,16,5.317399999999452
act_fn,32,9.551800000000275
act_fn,64,17.31039999999957
act_fn,128,38.95100000000093
act_fn,256,66.0161999999998
act_fn,512,110.26940000000022
act_fn,1024,193.73819999999984
act_fn,2048,374.0954000000014
down_proj,1,268.13840000000044
down_proj,2,305.1628000000006
down_proj,4,303.0105999999997
down_proj,8,304.0212000000018
down_proj,16,260.3799999999993
down_proj,32,288.65139999999974
down_proj,64,279.0413999999998
down_proj,128,327.7568000000025
down_proj,256,554.1564
down_proj,512,1089.8386000000005
down_proj,1024,2020.9224000000002
down_proj,2048,4259.9983999999995
embedding,1,1.4390000000001009
embedding,2,2.9805999999996855
embedding,4,4.286199999998393
embedding,8,6.9962000000002265
embedding,16,12.433199999999669
embedding,32,23.30839999999971
embedding,64,7.998200000000907
embedding,128,12.952600000000075
embedding,256,22.73080000000016
embedding,512,42.75240000000017
embedding,1024,87.00619999999931
embedding,2048,160.64580000000078
final_layernorm,1,3.4295999999999593
final_layernorm,2,2.8616000000002257
final_layernorm,4,2.4791999999999463
final_layernorm,8,2.746399999999812
final_layernorm,16,3.530599999999981
final_layernorm,32,5.766600000000404
final_layernorm,64,8.868799999999556
final_layernorm,128,16.073400000000515
final_layernorm,256,33.55319999999811
final_layernorm,512,63.7171999999998
final_layernorm,1024,86.66980000000017
final_layernorm,2048,172.74720000000016
gate_up_proj,1,601.4009999999987
gate_up_proj,2,605.8428000000016
gate_up_proj,4,601.2786000000003
gate_up_proj,8,606.8633999999969
gate_up_proj,16,606.1405999999997
gate_up_proj,32,620.0554000000008
gate_up_proj,64,634.1728
gate_up_proj,128,603.9725999999998
gate_up_proj,256,1101.363200000001
gate_up_proj,512,2056.4147999999996
gate_up_proj,1024,4058.009199999999
gate_up_proj,2048,10765.26319999998
layernorm,1,3.468199999999797
layernorm,2,2.8762000000001082
layernorm,4,2.476200000000199
layernorm,8,2.810399999999845
layernorm,16,3.5600000000005823
layernorm,32,5.68479999999945
layernorm,64,8.908800000000316
layernorm,128,16.10719999999942
layernorm,256,33.45660000000062
layernorm,512,63.93859999999988
layernorm,1024,86.17139999999968
layernorm,2048,172.04679999999954
o_proj,1,88.99039999999987
o_proj,2,89.15920000000047
o_proj,4,88.7987999999998
o_proj,8,90.14159999999951
o_proj,16,90.36260000000092
o_proj,32,93.84340000000039
o_proj,64,104.91759999999991
o_proj,128,119.63919999999743
o_proj,256,190.7845999999998
o_proj,512,338.22740000000044
o_proj,1024,657.9042000000106
o_proj,2048,1196.7518000000025
qkv_proj,1,131.4706000000004
qkv_proj,2,131.80540000000028
qkv_proj,4,131.50399999999937
qkv_proj,8,132.87760000000065
qkv_proj,16,124.81820000000059
qkv_proj,32,138.2289999999995
qkv_proj,64,136.28279999999958
qkv_proj,128,147.2708000000003
qkv_proj,256,249.24019999999996
qkv_proj,512,481.4181999999995
qkv_proj,1024,1047.1987999999976
qkv_proj,2048,1855.6985999999986
rotary_emb,1,8.571999999999752
rotary_emb,2,8.923800000000393
rotary_emb,4,9.965599999999995
rotary_emb,8,9.205600000000231
rotary_emb,16,9.466800000000694
rotary_emb,32,9.795000000002528
rotary_emb,64,10.643799999999919
rotary_emb,128,15.523600000000169
rotary_emb,256,23.7808
rotary_emb,512,40.75939999999887
rotary_emb,1024,82.4618
rotary_emb,2048,156.75079999999548
