prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,128,7.654399999999396
0,0,1,1024,14.473199999999725
0,0,1,8192,89.97659999999959
0,0,2,128,7.4650000000001
0,0,2,1024,25.331599999999888
0,0,2,8192,184.46920000000154
0,0,4,128,9.06880000000001
0,0,4,1024,46.65780000000014
0,0,4,8192,348.4298000000002
0,0,8,128,14.242199999999865
0,0,8,1024,90.25280000000075
0,0,8,8192,838.8989999999958
0,0,16,128,25.439600000000475
0,0,16,1024,175.9518000000011
0,0,16,8192,1913.0250000000094
0,0,32,128,47.891200000000026
0,0,32,1024,347.80800000000164
0,0,32,8192,3820.149799999982
0,0,64,128,91.01819999999915
0,0,64,1024,701.3662000000005
0,0,64,8192,8046.058400000072
0,0,128,128,178.14460000000017
0,0,128,1024,1928.6225999999958
0,0,128,8192,17120.31880000032
0,0,256,128,358.61799999999147
0,0,256,1024,2854.5006000000217
16,0,0,0,7.124000000000228
32,0,0,0,7.218400000000065
64,0,0,0,10.368199999999797
128,0,0,0,17.245399999999698
256,0,0,0,42.79319999999971
512,0,0,0,138.70999999999987
1024,0,0,0,506.0069999999987
2048,0,0,0,2061.6573999999987
