prefill_chunk,kv_prefill,n_decode,kv_decode,compute_us,dma_us,time_us
0,0,1,128,5.902999999999838,3.5977999999994608,7.654399999999396
0,0,1,1024,5.15320000000006,12.450199999999677,14.473199999999725
0,0,1,8192,24.11859999999924,85.90360000000092,89.97659999999959
0,0,2,128,4.36599999999994,4.774000000000138,7.4650000000001
0,0,2,1024,5.655799999999454,23.017799999999873,25.331599999999888
0,0,2,8192,30.174599999998645,210.81880000000038,184.46920000000154
0,0,4,128,3.6621999999987565,7.544799999999668,9.06880000000001
0,0,4,1024,7.635399999999936,43.33960000000009,46.65780000000014
0,0,4,8192,55.32360000000144,344.65319999999747,348.4298000000002
0,0,8,128,4.282800000000225,12.445200000000932,14.242199999999865
0,0,8,1024,14.46640000000043,86.50700000000015,90.25280000000075
0,0,8,8192,104.8287999999955,835.0361999999935,838.8989999999958
0,0,16,128,5.081400000000258,23.088199999999983,25.439600000000475
0,0,16,1024,27.00359999999946,172.0828000000014,175.9518000000011
0,0,16,8192,204.91480000000647,1906.1146000000058,1913.0250000000094
0,0,32,128,8.230600000000049,44.185000000000215,47.891200000000026
0,0,32,1024,57.23080000000091,342.4964000000017,347.80800000000164
0,0,32,8192,446.55879999999325,3831.7902000000113,3820.149799999982
0,0,64,128,16.992600000000856,87.1854000000003,91.01819999999915
0,0,64,1024,117.13679999999104,694.175200000004,701.3662000000005
0,0,64,8192,948.38740000004,8123.235800000005,8046.058400000072
0,0,128,128,34.59859999999844,174.29820000000035,178.14460000000017
0,0,128,1024,249.597799999999,1914.6895999999924,1928.6225999999958
0,0,128,8192,2014.5856000002495,17316.161399999994,17120.31880000032
0,0,256,128,70.10339999999614,354.75359999999216,358.61799999999147
0,0,256,1024,1556.840799999997,2845.506600000005,2854.5006000000217
16,0,0,0,6.204000000000747,2.281800000000044,7.124000000000228
32,0,0,0,6.10560000000005,2.897200000000248,7.218400000000065
64,0,0,0,9.24160000000129,4.863999999998759,10.368199999999797
128,0,0,0,14.093999999999777,6.091399999999885,17.245399999999698
256,0,0,0,47.22079999999987,11.158000000000175,42.79319999999971
512,0,0,0,131.7439999999977,21.458400000000257,138.70999999999987
1024,0,0,0,501.09579999999676,83.284800000002,506.0069999999987
2048,0,0,0,2059.9377999999983,762.0143999999984,2061.6573999999987
