layer,tokens,compute_us,dma_us,time_us
act_fn,2,0.9687999999997373,1.5761999999997898,2.544999999999527
act_fn,4,0.9641999999993004,2.383200000000625,3.347399999999925
act_fn,8,1.643000000000302,3.7541999999999005,5.397200000000202
act_fn,16,3.0037999999997735,6.559799999999996,9.56359999999977
act_fn,32,5.725000000000182,12.229400000000215,17.954400000000398
act_fn,64,11.164999999999964,23.608400000000074,34.77340000000004
act_fn,128,22.042999999999825,46.35620000000024,68.39920000000006
act_fn,256,44.0900000000001,91.60819999999998,105.42080000000001
act_fn,512,88.17599999999993,204.06860000000052,184.30480000000034
act_fn,1024,176.36099999999993,420.03139999999973,368.9747999999996
act_fn,2048,352.7239999999996,792.8399999999981,739.0951999999987
down_proj,1,79.90540000000105,504.88519999999426,507.4427999999983
down_proj,2,80.28420000000187,506.4726000000022,510.2506000000027
down_proj,4,81.85780000000486,505.0463999999958,509.1201999999979
down_proj,8,82.22419999999651,504.84320000000315,508.99919999999895
down_proj,16,88.09100000000763,603.6016000000003,607.1495999999963
down_proj,32,187.70539999999164,607.6956000000158,617.1806000000113
down_proj,64,347.9744000000052,645.2608000000035,639.3308000000018
down_proj,128,698.1233999999934,673.3315999999966,663.9590000000005
down_proj,256,1602.9038000000044,934.9380000000122,1250.186199999993
down_proj,512,2569.1827999999973,966.7191999999995,2133.3725999999997
down_proj,1024,7816.348999999999,1379.934799999991,4389.095199999997
down_proj,2048,15953.507200000031,2919.0983999999967,8512.879800000032
embedding,1,0.09199999999991633,2.724599999999737,2.816599999999653
embedding,2,0.0,3.155599999999322,3.155599999999322
embedding,4,0.0,4.395600000000059,4.395600000000059
embedding,8,0.0,7.156399999999849,7.156399999999849
embedding,16,0.0,12.453999999999587,12.453999999999587
embedding,32,0.0,23.237600000000022,23.237600000000022
embedding,64,1.5487999999998465,6.792000000000371,8.340800000000218
embedding,128,1.48279999999977,11.565800000000127,12.73279999999968
embedding,256,1.7596000000000458,21.612399999999706,23.055799999999817
embedding,512,1.7992000000000643,40.58900000000044,42.07300000000028
embedding,1024,3.1185999999996965,79.72260000000115,82.52620000000088
embedding,2048,0.7942000000005465,157.59200000000072,158.38620000000128
final_layernorm,1,2.569800000000896,1.507599999998638,3.484999999999309
final_layernorm,2,1.8984000000000378,1.6605999999998857,2.894999999999709
final_layernorm,4,1.4249999999998635,1.7061999999999444,2.567399999999725
final_layernorm,8,1.1890000000002146,2.2139999999994417,2.7552000000000136
final_layernorm,16,1.4612000000003262,2.779799999999864,3.5850000000002185
final_layernorm,32,2.265200000000186,4.064600000001337,5.66840000000102
final_layernorm,64,3.357599999998638,6.728000000000248,8.920799999999053
final_layernorm,128,5.492000000000052,11.855200000000195,16.15040000000031
final_layernorm,256,12.316600000000381,22.487400000000115,33.36380000000035
final_layernorm,512,22.81379999999981,43.115999999999985,63.78119999999958
final_layernorm,1024,45.33519999999987,84.60320000000033,86.21300000000024
final_layernorm,2048,90.35959999999973,168.2091999999998,172.69759999999968
gate_up_proj,1,146.16059999999806,1193.7779999999993,1197.7203999999995
gate_up_proj,2,148.06479999999812,1193.8190000000025,1197.8093999999996
gate_up_proj,4,149.0016000000026,1193.6656000000016,1198.4569999999997
gate_up_proj,8,161.77059999999787,1195.1909999999957,1212.4937999999952
gate_up_proj,16,154.1492000000016,1200.344400000004,1210.4630000000002
gate_up_proj,32,276.20520000000613,1205.7293999999968,1225.0346000000004
gate_up_proj,64,521.6569999999937,1228.8187999999984,1230.9097999999997
gate_up_proj,128,996.7090000000004,1284.5120000000056,1217.1139999999957
gate_up_proj,256,3617.610399999987,1505.5236000000102,2906.5662000000034
gate_up_proj,512,6763.233599999905,1535.1785999999804,4959.392599999989
gate_up_proj,1024,12018.915600000051,1584.058399999991,8095.317000000027
gate_up_proj,2048,23708.723600000056,5136.060400000028,17275.94740000003
layernorm,1,2.594000000001324,1.4172000000002298,3.4266000000012355
layernorm,2,1.8402000000001864,1.573399999999856,2.8132000000001427
layernorm,4,1.45520000000015,1.5993999999998778,2.4930000000001202
layernorm,8,1.1906000000007224,2.065599999999722,2.6322000000006485
layernorm,16,1.4615999999998166,2.9040000000001784,3.677999999999611
layernorm,32,2.3244000000003324,4.147200000000066,5.753600000000551
layernorm,64,3.439199999999528,6.7911999999998445,8.983599999999479
layernorm,128,5.492000000000007,11.93020000000024,16.184400000000096
layernorm,256,12.316599999999653,22.464400000000296,33.39559999999983
layernorm,512,22.814399999999388,43.143799999999736,63.736599999999726
layernorm,1024,45.33340000000226,84.52939999999944,86.10100000000038
layernorm,2048,90.35460000000276,168.3836000000021,172.81480000000047
o_proj,1,21.375199999999495,171.28440000000109,174.31500000000088
o_proj,2,21.413400000001094,171.62660000000125,174.52960000000112
o_proj,4,21.53759999999993,171.7936000000001,174.8112000000005
o_proj,8,24.55100000000034,173.43359999999907,179.43200000000007
o_proj,16,22.129400000000533,172.33859999999885,176.1373999999997
o_proj,32,39.62060000000065,173.48359999999875,180.36359999999954
o_proj,64,99.46639999999802,175.28099999999873,188.94459999999975
o_proj,128,212.3396000000047,183.49379999999854,209.6384000000036
o_proj,256,381.44039999999865,411.7007999999999,335.66079999999886
o_proj,512,728.2591999999989,302.5686000000005,636.496800000001
o_proj,1024,2875.806599999999,324.00639999999987,1528.0339999999992
o_proj,2048,2402.3400000000033,606.0644,2287.863400000004
qkv_proj,1,31.691200000001665,256.7325999999997,259.8482000000025
qkv_proj,2,31.7926000000004,257.0604000000002,260.0782000000014
qkv_proj,4,32.16420000000171,257.02999999999827,260.195
qkv_proj,8,35.902999999999565,259.6514,266.6237999999998
qkv_proj,16,33.12699999999995,258.2797999999997,262.60019999999986
qkv_proj,32,60.69959999999992,259.65659999999946,268.7285999999989
qkv_proj,64,155.75939999998718,244.28799999999518,255.6036000000002
qkv_proj,128,301.5892000000002,464.2279999999984,297.95539999999994
qkv_proj,256,593.2756000000002,545.4777999999991,536.5722000000005
qkv_proj,512,875.1185999999992,330.82160000000096,905.4721999999995
