layer,tokens,compute_us,dma_us,time_us
act_fn,2,0.5959999999998218,1.4827999999998611,2.0787999999996827
act_fn,4,0.967600000000175,1.4874000000000023,2.4550000000001773
act_fn,8,0.9637999999999692,2.2277999999999794,3.1915999999999487
act_fn,16,1.6437999999998283,3.673599999999624,5.317399999999452
act_fn,32,3.0038000000000467,6.548000000000229,9.551800000000275
act_fn,64,5.724999999999454,11.585400000000117,17.31039999999957
act_fn,128,11.153000000000976,27.797999999999956,38.95100000000093
act_fn,256,22.042999999999914,43.973199999999885,66.0161999999998
act_fn,512,44.09000000000005,96.48820000000023,110.26940000000022
act_fn,1024,88.17500000000105,213.6705999999991,193.73819999999984
act_fn,2048,176.3610000000008,426.0650000000016,374.0954000000014
down_proj,1,43.9568000000012,264.9589999999997,268.13840000000044
down_proj,2,38.51260000000018,301.5872000000005,305.1628000000006
down_proj,4,39.27879999999891,299.9243999999995,303.0105999999997
down_proj,8,41.00520000000288,300.385800000004,304.0212000000018
down_proj,16,44.31000000000008,256.6621999999995,260.3799999999993
down_proj,32,96.33659999999918,281.1324000000001,288.65139999999974
down_proj,64,140.18299999999755,266.6768000000028,279.0413999999998
down_proj,128,519.0912000000028,309.7531999999987,327.7568000000025
down_proj,256,649.8928000000011,602.5152000000023,554.1564
down_proj,512,1286.3845999999994,482.92479999999784,1089.8386000000005
down_proj,1024,2043.665600000001,492.807800000002,2020.9224000000002
down_proj,2048,5206.751799999981,1930.7973999999958,4259.9983999999995
embedding,1,0.09199999999998454,1.3470000000001163,1.4390000000001009
embedding,2,0.0,2.9805999999996855,2.9805999999996855
embedding,4,0.0,4.286199999998393,4.286199999998393
embedding,8,0.0,6.9962000000002265,6.9962000000002265
embedding,16,0.0,12.433199999999669,12.433199999999669
embedding,32,0.0,23.30839999999971,23.30839999999971
embedding,64,1.5017999999996392,6.496400000001268,7.998200000000907
embedding,128,1.4118000000000848,11.856999999999971,12.952600000000075
embedding,256,1.675799999999981,21.370400000000224,22.73080000000016
embedding,512,1.7516000000000076,41.31479999999956,42.75240000000017
embedding,1024,4.0869999999998985,83.23419999999965,87.00619999999931
embedding,2048,0.7986000000003969,159.84720000000038,160.64580000000078
final_layernorm,1,2.575599999999986,1.3428000000001703,3.4295999999999593
final_layernorm,2,1.9000000000003638,1.5737999999997556,2.8616000000002257
final_layernorm,4,1.352199999999766,1.7322000000001025,2.4791999999999463
final_layernorm,8,1.1882000000001427,2.2053999999990994,2.746399999999812
final_layernorm,16,1.4611999999998715,2.693200000000138,3.530599999999981
final_layernorm,32,2.3118000000001304,4.159000000000174,5.766600000000404
final_layernorm,64,3.3777999999995245,6.67440000000015,8.868799999999556
final_layernorm,128,5.49360000000006,11.740200000000346,16.073400000000515
final_layernorm,256,12.316799999999967,22.73359999999757,33.55319999999811
final_layernorm,512,22.81379999999981,43.137199999999915,63.7171999999998
final_layernorm,1024,45.33360000000005,85.08179999999962,86.66980000000017
final_layernorm,2048,90.35279999999985,168.31479999999902,172.74720000000016
gate_up_proj,1,73.34719999999842,597.9631999999995,601.4009999999987
gate_up_proj,2,74.20100000000089,602.4772000000005,605.8428000000016
gate_up_proj,4,74.61739999999968,597.5454000000005,601.2786000000003
gate_up_proj,8,76.97100000000356,600.4275999999925,606.8633999999969
gate_up_proj,16,76.77980000000116,599.7252000000001,606.1405999999997
gate_up_proj,32,138.39219999999764,607.9676000000034,620.0554000000008
gate_up_proj,64,260.91020000000026,610.7943999999991,634.1728
gate_up_proj,128,513.7858000000008,616.0401999999992,603.9725999999998
gate_up_proj,256,1071.0348000000008,814.8310000000001,1101.363200000001
gate_up_proj,512,2025.0469999999968,780.9607999999971,2056.4147999999996
gate_up_proj,1024,5987.794000000025,933.1299999999968,4058.009199999999
gate_up_proj,2048,8563.255799999966,11851.308200000065,10765.26319999998
layernorm,1,2.613199999999915,1.4228000000000065,3.468199999999797
layernorm,2,1.8902000000001409,1.5701999999999317,2.8762000000001082
layernorm,4,1.4238000000000284,1.6692000000005465,2.476200000000199
layernorm,8,1.1882000000000517,2.2695999999999,2.810399999999845
layernorm,16,1.4604000000002089,2.7880000000002836,3.5600000000005823
layernorm,32,2.272199999999657,4.079199999998991,5.68479999999945
layernorm,64,3.368000000000279,6.715600000000132,8.908800000000316
layernorm,128,5.49199999999928,11.79139999999984,16.10719999999942
layernorm,256,12.317400000000271,22.64100000000035,33.45660000000062
layernorm,512,22.813999999999623,43.38300000000004,63.93859999999988
layernorm,1024,45.3355999999997,84.56999999999994,86.17139999999968
layernorm,2048,90.35219999999963,167.3872000000002,172.04679999999954
o_proj,1,10.905199999998604,86.03940000000175,88.99039999999987
o_proj,2,10.882200000000285,86.23780000000019,89.15920000000047
o_proj,4,10.599999999999863,85.96060000000038,88.7987999999998
o_proj,8,10.741799999999875,87.17179999999989,90.14159999999951
o_proj,16,11.257400000000326,87.12340000000204,90.36260000000092
o_proj,32,27.834800000000406,87.47579999999998,93.84340000000039
o_proj,64,44.496400000001174,92.31399999999994,104.91759999999991
o_proj,128,156.8207999999955,96.04019999999727,119.63919999999743
o_proj,256,157.84099999999876,116.7710000000001,190.7845999999998
o_proj,512,583.106600000001,127.78340000000017,338.22740000000044
o_proj,1024,1165.1472000000126,159.35759999999718,657.9042000000106
o_proj,2048,1223.5022000000001,355.2171999999978,1196.7518000000025
qkv_proj,1,16.36699999999746,128.34479999999985,131.4706000000004
qkv_proj,2,15.861200000000077,128.8738000000002,131.80540000000028
qkv_proj,4,16.24419999999809,128.55219999999971,131.50399999999937
qkv_proj,8,16.975600000000306,129.07720000000003,132.87760000000065
qkv_proj,16,20.990600000000722,121.68459999999963,124.81820000000059
qkv_proj,32,45.227799999999796,132.01559999999986,138.2289999999995
qkv_proj,64,81.66299999999914,125.65940000000015,136.28279999999958
qkv_proj,128,227.81,122.03059999999978,147.2708000000003
qkv_proj,256,296.6686000000003,259.26319999999976,249.24019999999996
qkv_proj,512,593.2051999999983,341.41760000000056,481.4181999999995
qkv_proj,1024,1543.070199999998,358.24519999999575,1047.1987999999976
qkv_proj,2048,2393.095799999993,1028.611399999994,1855.6985999999986
rotary_emb,1,8.202999999999701,3.1238000000003012,8.571999999999752
rotary_emb,2,7.908600000000069,5.574200000000064,8.923800000000393
rotary_emb,4,8.415600000000177,4.324799999999504,9.965599999999995
rotary_emb,8,7.5778000000004795,4.4093999999999145,9.205600000000231
rotary_emb,16,7.723199999996905,4.897000000005756,9.466800000000694
rotary_emb,32,8.307200000003013,4.949600000001647,9.795000000002528
rotary_emb,64,8.943200000000456,5.777000000000067,10.643799999999919
rotary_emb,128,11.60339999999951,11.8845999999995,15.523600000000169
rotary_emb,256,19.515999999999895,17.220199999998933,23.7808
rotary_emb,512,30.25099999999902,27.81839999999979,40.75939999999887
rotary_emb,1024,55.876000000000246,61.26500000000019,82.4618
rotary_emb,2048,102.80499999999574,104.94220000000209,156.75079999999548
