prefill_chunk,kv_prefill,n_decode,kv_decode,compute_us,dma_us,time_us
0,0,1,128,5.965199999999641,3.504600000000937,8.380600000000504
0,0,1,1024,4.513800000000447,7.915599999998631,10.090199999999095
0,0,1,8192,8.067799999998897,43.78160000000025,47.29839999999986
0,0,2,128,5.969600000000559,3.4764000000000124,7.632600000000411
0,0,2,1024,5.151799999999821,12.763399999999956,14.784599999999864
0,0,2,8192,24.003000000000064,86.18019999999942,90.26939999999904
0,0,4,128,4.135599999999954,4.833999999999787,7.30359999999987
0,0,4,1024,5.653000000000247,22.878199999999833,25.19060000000072
0,0,4,8192,30.213000000003923,208.22439999999932,182.33000000000175
0,0,8,128,4.724599999998918,7.281599999999708,9.589399999999568
0,0,8,1024,7.636800000000676,43.240999999999985,46.55920000000024
0,0,8,8192,55.32799999999897,348.95620000000326,352.72400000000033
0,0,16,128,4.3779999999998385,12.655200000000423,14.444400000000474
0,0,16,1024,14.464199999998891,86.76200000000172,90.50660000000062
0,0,16,8192,104.79459999999963,832.7363999999955,836.6019999999935
0,0,32,128,4.9972000000001575,23.30979999999945,25.659199999999874
0,0,32,1024,27.00200000000077,171.59940000000205,175.46880000000274
0,0,32,8192,204.9135999999791,1899.4352000000094,1905.658000000006
0,0,64,128,8.231400000000212,43.86839999999993,47.574600000000466
0,0,64,1024,57.16160000000018,342.57500000000107,347.88540000000194
0,0,64,8192,446.6239999999822,3832.2188000000097,3820.6369999999924
0,0,128,128,16.994399999999132,87.2436000000007,91.07620000000051
0,0,128,1024,117.13319999999848,694.1082000000002,701.2978000000003
0,0,128,8192,948.565199999859,8165.171200000093,8087.586999999936
0,0,256,128,34.726999999998135,173.54020000000082,177.38540000000074
0,0,256,1024,249.6018000000012,1907.8794000000103,1921.9902000000045
0,0,256,8192,2014.4310000001392,17307.150000000263,17111.170200000226
16,0,0,0,8.503199999999651,5.0479999999999565,9.027999999999974
32,0,0,0,10.684399999999641,2.753199999999924,11.927599999999803
64,0,0,0,11.208800000000315,4.1218000000001895,9.689200000000255
128,0,0,0,14.122999999999593,4.228199999999743,13.728799999999591
256,0,0,0,22.174600000001192,5.948199999998724,23.335400000000483
512,0,0,0,72.55559999999896,10.082199999999284,72.7861999999972
1024,0,0,0,260.36519999999894,38.66579999999995,264.52499999999947
2048,0,0,0,1013.6457999999915,176.28800000000373,1000.4017999999876
