prefill_chunk,kv_prefill,n_decode,kv_decode,compute_us,dma_us,time_us
0,0,1,128,6.62239999999988,3.7093999999998686,8.470000000000073
0,0,1,1024,4.601399999999922,5.45480000000025,7.365199999999822
0,0,1,8192,6.613599999994039,23.35839999999589,25.852199999989534
0,0,2,128,5.288000000000466,3.3054000000001906,7.512800000000698
0,0,2,1024,4.53920000000021,8.032200000000149,10.215400000000319
0,0,4,128,7.1518000000000255,3.560600000000318,8.867800000000239
0,0,4,1024,5.150400000000195,12.534599999999774,14.557199999999943
0,0,4,8192,23.9536000000051,85.70760000000446,89.83679999999586
0,0,8,8192,30.193599999996877,210.24439999999814,183.9341999999975
0,0,16,1024,7.636599999999635,43.40300000000061,46.72200000000048
0,0,16,8192,55.32859999999964,347.0095999999994,350.7899999999989
0,0,32,128,4.264799999999741,12.66519999999955,14.460399999999845
0,0,64,128,4.994999999999527,23.019800000000394,25.367200000000047
0,0,64,8192,204.95299999999597,1898.8418000000006,1905.0363999999965
0,0,128,128,8.228999999999179,43.94460000000017,47.64859999999953
0,0,128,1024,57.16379999998826,342.64520000000994,347.95779999999576
0,0,256,128,16.986999999997987,87.07079999999988,90.90379999999905
0,0,256,1024,117.13499999997293,701.3959999999868,708.584599999975
0,0,256,8192,948.3805999997596,8168.845000000048,8091.149799999921
16,0,0,0,5.27340000000122,1.9468000000006214,6.430000000000928
32,0,0,0,6.095200000001387,2.4044000000001686,7.351200000002609
64,0,0,0,7.617800000000125,2.4390000000002603,7.196600000000262
128,0,0,0,11.033999999996013,3.339600000001519,9.677400000000489
256,0,0,0,14.05659999999989,3.99860000000117,15.243399999998655
512,0,0,0,42.50419999999976,6.0841999999986,40.11560000000318
1024,0,0,0,145.3922000000047,10.269399999998495,134.77200000000394
2048,0,0,0,822.6207999999976,38.44579999999996,529.8407999999988
