prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,12.2993
0,0,1,32,12.3843
0,0,1,64,12.416
0,0,1,128,17.6103
0,0,1,256,17.7287
0,0,1,512,18.3257
0,0,1,1024,20.1813
0,0,1,2048,24.928
0,0,1,4096,36.032
0,0,1,8192,51.6697
0,0,1,16384,86.144
0,0,2,16,18.282
0,0,2,32,18.1867
0,0,2,64,18.4107
0,0,2,128,21.8243
0,0,2,256,22.155
0,0,2,512,23.7013
0,0,2,1024,27.7227
0,0,2,2048,37.7277
0,0,2,4096,52.8963
0,0,2,8192,83.4887
0,0,2,16384,139.68
0,0,4,16,18.0903
0,0,4,32,18.1223
0,0,4,64,18.357
0,0,4,128,22.037
0,0,4,256,23.1253
0,0,4,512,26.8683
0,0,4,1024,35.9357
0,0,4,2048,51.104
0,0,4,4096,81.1523
0,0,4,8192,135.296
0,0,4,16384,247.723
0,0,8,16,18.24
0,0,8,32,18.4747
0,0,8,64,18.8587
0,0,8,128,22.891
0,0,8,256,28.928
0,0,8,512,35.8507
0,0,8,1024,51.0613
0,0,8,2048,79.4347
0,0,8,4096,133.91
0,0,8,8192,241.888
0,0,8,16384,464.128
0,0,16,16,18.7307
0,0,16,32,19.2533
0,0,16,64,20.288
0,0,16,128,28.746
0,0,16,256,37.4293
0,0,16,512,52.9393
0,0,16,1024,81.0673
0,0,16,2048,138.347
0,0,16,4096,249.674
0,0,16,8192,466.668
0,0,16,16384,917.497
0,0,32,16,24.5217
0,0,32,32,25.195
0,0,32,64,27.232
0,0,32,128,37.4087
0,0,32,256,53.4937
0,0,32,512,83.1893
0,0,32,1024,139.627
0,0,32,2048,251.585
0,0,32,4096,480.055
0,0,32,8192,916.747
0,0,32,16384,1819.53
0,0,64,16,34.56
0,0,64,32,35.2533
0,0,64,64,38.2717
0,0,64,128,61.898
0,0,64,256,96.1383
0,0,64,512,159.904
0,0,64,1024,285.494
0,0,64,2048,530.891
0,0,64,4096,1025.47
0,0,64,8192,2017.17
0,0,64,16384,4045.52
0,0,128,16,52.5767
0,0,128,32,54.699
0,0,128,64,59.211
0,0,128,128,99.9673
0,0,128,256,155.584
0,0,128,512,273.696
0,0,128,1024,511.553
0,0,128,2048,980.855
0,0,128,4096,1930.97
0,0,128,8192,3812.46
0,0,128,16384,7657.7
0,0,256,16,92.128
0,0,256,32,93.7063
0,0,256,64,103.638
0,0,256,128,172.832
0,0,256,256,277.622
0,0,256,512,511.34
0,0,256,1024,968.674
0,0,256,2048,1890.48
0,0,256,4096,3742.96
0,0,256,8192,7439.44
0,0,256,16384,14871.9
16,0,0,0,12.7467
16,0,1,16,12.779
16,0,1,32,12.7147
16,0,1,64,12.736
16,0,1,128,15.0717
16,0,1,256,18.5387
16,0,1,512,25.5787
16,0,1,1024,39.9143
16,0,1,2048,68.7887
16,0,1,4096,126.251
16,0,1,8192,240.876
16,0,1,16384,471.275
16,0,2,16,12.8533
16,0,2,32,12.7577
16,0,2,64,12.8
16,0,2,128,15.2753
16,0,2,256,18.8583
16,0,2,512,25.888
16,0,2,1024,40.1273
16,0,2,2048,68.9923
16,0,2,4096,126.764
16,0,2,8192,241.579
16,0,2,16384,473.931
16,0,4,16,12.9387
16,0,4,32,12.9813
16,0,4,64,12.907
16,0,4,128,15.413
16,0,4,256,19.0937
16,0,4,512,26.3893
16,0,4,1024,41.237
16,0,4,2048,70.1973
16,0,4,4096,128.309
16,0,4,8192,245.217
16,0,4,16384,478.753
16,0,8,16,18.635
16,0,8,32,18.7197
16,0,8,64,18.8267
16,0,8,128,24.2987
16,0,8,256,31.9037
16,0,8,512,46.5177
16,0,8,1024,75.8187
16,0,8,2048,135.178
16,0,8,4096,253.6
16,0,8,8192,490.645
16,0,8,16384,962.454
16,0,16,16,29.056
16,0,16,32,29.4617
16,0,16,64,29.7387
16,0,16,128,41.6217
16,0,16,256,56.0957
16,0,16,512,85.7707
16,0,16,1024,146.742
16,0,16,2048,267.606
16,0,16,4096,514.315
16,0,16,8192,1036.06
16,0,16,16384,2050.08
16,0,32,16,45.0667
16,0,32,32,45.973
16,0,32,64,46.635
16,0,32,128,67.8827
16,0,32,256,97.5573
16,0,32,512,171.978
16,0,32,1024,303.605
16,0,32,2048,592.45
16,0,32,4096,1319.56
16,0,32,8192,2613.35
16,0,32,16384,5577.38
16,0,64,16,77.3863
16,0,64,32,79.211
16,0,64,64,82.315
16,0,64,128,131.072
16,0,64,256,228.427
16,0,64,512,440.577
16,0,64,1024,841.548
16,0,64,2048,1721.61
16,0,64,4096,3421.25
16,0,64,8192,7172.24
16,0,64,16384,14223.8
16,0,128,16,142.539
16,0,128,32,146.837
16,0,128,64,152.096
16,0,128,128,277.888
16,0,128,256,494.401
16,0,128,512,955.031
16,0,128,1024,1866.28
16,0,128,2048,3700.83
16,0,128,4096,7364.52
16,0,128,8192,14691.6
16,0,128,16384,29358.3
16,16,0,0,13.0883
16,16,1,16,12.9493
16,16,1,32,13.056
16,16,1,64,13.0453
16,16,1,128,15.1467
16,16,1,256,18.5387
16,16,1,512,25.5573
16,16,1,1024,39.9363
16,16,1,2048,68.768
16,16,1,4096,126.347
16,16,1,8192,240.768
16,16,1,16384,471.264
16,16,2,16,13.035
16,16,2,32,13.0987
16,16,2,64,13.248
16,16,2,128,15.328
16,16,2,256,18.8157
16,16,2,512,25.9843
16,16,2,1024,40.2133
16,16,2,2048,68.8963
16,16,2,4096,126.859
16,16,2,8192,241.568
16,16,2,16384,473.792
16,16,4,16,13.1733
16,16,4,32,13.4293
16,16,4,64,13.4613
16,16,4,128,15.4667
16,16,4,256,19.104
16,16,4,512,26.4107
16,16,4,1024,41.4183
16,16,4,2048,70.2827
16,16,4,4096,128.288
16,16,4,8192,245.845
16,16,4,16384,478.325
16,16,8,16,18.88
16,16,8,32,19.072
16,16,8,64,19.2323
16,16,8,128,24.448
16,16,8,256,32.224
16,16,8,512,46.603
16,16,8,1024,75.9577
16,16,8,2048,135.339
16,16,8,4096,253.387
16,16,8,8192,490.624
16,16,8,16384,964.098
16,16,16,16,29.2583
16,16,16,32,29.7493
16,16,16,64,30.3253
16,16,16,128,41.4403
16,16,16,256,56.256
16,16,16,512,85.9093
16,16,16,1024,147.286
16,16,16,2048,267.019
16,16,16,4096,511.798
16,16,16,8192,1029.16
16,16,16,16384,2054.4
16,16,32,16,45.0133
16,16,32,32,46.2617
16,16,32,64,46.9653
16,16,32,128,68.0753
16,16,32,256,97.3227
16,16,32,512,172.406
16,16,32,1024,305.921
16,16,32,2048,588.267
16,16,32,4096,1241.44
16,16,32,8192,2845.66
16,16,32,16384,5443.7
16,16,64,16,77.3337
16,16,64,32,79.3387
16,16,64,64,82.6883
16,16,64,128,131.445
16,16,64,256,227.616
16,16,64,512,442.379
16,16,64,1024,855.564
16,16,64,2048,1759.5
16,16,64,4096,3406.3
16,16,64,8192,7106.19
16,16,64,16384,14281.9
16,16,128,16,142.667
16,16,128,32,147.115
16,16,128,64,152.395
16,16,128,128,277.366
16,16,128,256,492.748
16,16,128,512,955.308
16,16,128,1024,1868.5
16,16,128,2048,3706.31
16,16,128,4096,7361.41
16,16,128,8192,14693.7
16,16,128,16384,29338.9
16,32,0,0,13.088
16,32,1,16,13.0673
16,32,1,32,13.1307
16,32,1,64,13.131
16,32,1,128,15.0723
16,32,1,256,18.528
16,32,1,512,25.5787
16,32,1,1024,39.914
16,32,1,2048,68.747
16,32,1,4096,126.261
16,32,1,8192,240.928
16,32,1,16384,471.489
16,32,2,16,13.024
16,32,2,32,13.088
16,32,2,64,13.216
16,32,2,128,15.2853
16,32,2,256,18.8053
16,32,2,512,25.952
16,32,2,1024,40.1707
16,32,2,2048,69.099
16,32,2,4096,126.656
16,32,2,8192,241.525
16,32,2,16384,473.931
16,32,4,16,13.28
16,32,4,32,13.4293
16,32,4,64,13.5577
16,32,4,128,15.4773
16,32,4,256,19.1253
16,32,4,512,26.4103
16,32,4,1024,41.2693
16,32,4,2048,70.3363
16,32,4,4096,128.661
16,32,4,8192,245.077
16,32,4,16384,477.611
16,32,8,16,18.8163
16,32,8,32,19.1253
16,32,8,64,19.5947
16,32,8,128,24.3843
16,32,8,256,32.1277
16,32,8,512,46.6027
16,32,8,1024,75.989
16,32,8,2048,135.392
16,32,8,4096,252.992
16,32,8,8192,490.56
16,32,8,16384,961.569
16,32,16,16,29.1943
16,32,16,32,29.856
16,32,16,64,30.4643
16,32,16,128,41.5247
16,32,16,256,56
16,32,16,512,85.9943
16,32,16,1024,147.019
16,32,16,2048,266.966
16,32,16,4096,512.609
16,32,16,8192,1030.3
16,32,16,16384,2041.89
16,32,32,16,45.0667
16,32,32,32,46.1333
16,32,32,64,47.3067
16,32,32,128,68.1067
16,32,32,256,97.2587
16,32,32,512,172.801
16,32,32,1024,304.032
