layer,tokens,time_us
layernorm,1,4.301368492294025
qkv_proj,1,45.235276423206265
rotary_emb,1,13.687510130624238
o_proj,1,27.49197283423346
gate_up_proj,1,195.2631025588824
act_fn,1,2.6239489422469955
down_proj,1,100.27199028078563
layernorm,2,4.653472026587275
qkv_proj,2,57.386170319154886
rotary_emb,2,17.36418675222691
o_proj,2,39.84014445668347
gate_up_proj,2,247.71378770092187
act_fn,2,3.328782154436085
down_proj,2,112.16158158998948
layernorm,4,4.126275328972849
qkv_proj,4,51.31618536079919
rotary_emb,4,16.40019881534458
o_proj,4,40.96459192382739
gate_up_proj,4,252.71045473344802
act_fn,4,3.0464745110689746
down_proj,4,111.91706932653899
layernorm,8,3.9812362151636704
qkv_proj,8,51.177835270166455
rotary_emb,8,17.49170451321792
o_proj,8,40.27309868692233
gate_up_proj,8,246.85835711034264
act_fn,8,3.257723402302861
down_proj,8,107.98316980188409
layernorm,16,5.566917857951923
qkv_proj,16,62.424648577775585
rotary_emb,16,17.143878858396743
o_proj,16,39.495105693422
gate_up_proj,16,241.9495347800146
act_fn,16,3.1929429931222697
down_proj,16,107.25572123931688
layernorm,32,8.686962227792513
qkv_proj,32,61.00292770236428
rotary_emb,32,13.498339286503814
o_proj,32,42.28494920921255
gate_up_proj,32,248.255190633188
act_fn,32,4.877127142463692
down_proj,32,117.09325379847512
layernorm,64,13.616650759975933
qkv_proj,64,71.78202739445172
rotary_emb,64,13.684419700815996
o_proj,64,42.40005180907549
gate_up_proj,64,242.42514036737262
act_fn,64,7.928966078159765
down_proj,64,118.58399389014855
layernorm,128,13.294273688497116
qkv_proj,128,80.45153743602773
rotary_emb,128,15.195979047563615
o_proj,128,64.72923628184972
gate_up_proj,128,261.5326881566892
act_fn,128,14.65229250284359
down_proj,128,115.7764928865291
layernorm,256,12.564106858203829
qkv_proj,256,124.30585812682811
rotary_emb,256,16.58926132650245
o_proj,256,95.31801189937816
gate_up_proj,256,409.95148539178126
act_fn,256,24.56487317469751
down_proj,256,109.41765322260858
layernorm,384,84.80658901135229
qkv_proj,384,116.56508242848379
rotary_emb,384,15.556214671543884
o_proj,384,89.38236766471631
gate_up_proj,384,384.42298220263046
act_fn,384,23.035169135249912
down_proj,384,408.9819073860235
layernorm,512,96.15089556665617
qkv_proj,512,221.4267581542266
rotary_emb,512,17.63711982444995
o_proj,512,170.62321363558885
gate_up_proj,512,435.84601675513443
act_fn,512,26.11651014035235
down_proj,512,463.69011092359176
layernorm,1024,100.34712431838425
qkv_proj,1024,303.33355196069573
rotary_emb,1024,26.401755722513357
o_proj,1024,132.1268817381554
gate_up_proj,1024,1292.0556482019365
act_fn,1024,81.67541616904319
down_proj,1024,749.7752468892717
embedding,1,1.4689999999999372
embedding,2,2.9585999999999784
embedding,8,7.044199999999728
embedding,16,12.490999999999076
embedding,32,23.411200000000054
embedding,128,13.055599999999686
embedding,256,22.67620000000152
embedding,512,42.68159999999996
final_layernorm,1,3.3566000000000713
final_layernorm,4,2.519000000000142
final_layernorm,8,2.8677999999999884
final_layernorm,16,3.557999999998674
final_layernorm,64,8.777399999999897
final_layernorm,128,16.14119999999964
final_layernorm,256,33.50979999999972
final_layernorm,512,63.745199999999706
final_layernorm,1024,86.64279999999985
final_layernorm,2048,172.7989999999998
