layer,sequences,time_us
lm_head,1,1316.9392773306204
lm_head,2,1198.3095645490491
lm_head,4,1264.5314080046799
lm_head,16,1376.2398511236433
lm_head,32,1412.7481010333138
lm_head,64,1525.5613223884409
sampler,1,26.060722669379512
sampler,2,16.543880379255047
sampler,8,27.409849131777737
sampler,16,42.950087507534576
sampler,32,70.67145167655366
sampler,128,264.232690423377
sampler,256,483.1795095841456
