t,prompt_throughput,gen_throughput,running,waiting,kv_cache_pct
521.0,863.0,348.0,14,0,0.0
522.0,0.0,378.0,12,0,0.0
523.0,405.0,361.0,13,0,0.0
524.0,0.0,372.0,12,0,0.0
525.0,660.0,348.0,13,0,0.0
526.0,0.0,332.0,10,0,0.0
527.0,640.0,292.0,10,0,0.0
528.0,0.0,310.0,10,0,0.0
529.0,308.0,317.0,11,0,0.0
530.0,0.0,330.0,11,0,0.0
531.0,1171.0,315.0,11,0,0.0
532.0,0.0,312.0,10,0,0.0
533.0,888.0,294.0,11,0,0.0
534.0,0.0,287.0,9,0,0.0
535.0,478.0,287.0,10,0,0.0
536.0,0.0,310.0,10,0,0.0
537.0,389.0,306.0,11,0,0.0
538.0,0.0,341.0,11,0,0.0
539.0,647.0,322.0,12,0,0.0
540.0,0.0,337.0,11,0,0.0
541.0,392.0,331.0,11,0,0.0
542.0,0.0,321.0,10,0,0.0
543.0,369.0,310.0,10,0,0.0
544.0,0.0,300.0,10,0,0.0
545.0,441.0,316.0,11,0,0.0
546.0,0.0,330.0,11,0,0.0
547.0,502.0,324.0,11,0,0.0
548.0,0.0,341.0,11,0,0.0
549.0,275.0,346.0,12,0,0.0
550.0,0.0,347.0,11,0,0.0
551.0,1176.0,298.0,12,0,0.0
552.0,0.0,360.0,12,0,0.0
553.0,297.0,346.0,11,0,0.0
554.0,0.0,341.0,11,0,0.0
555.0,1315.0,248.0,9,0,0.0
556.0,0.0,279.0,9,0,0.0
557.0,587.0,278.0,10,0,0.0
558.0,0.0,310.0,10,0,0.0
559.0,921.0,284.0,11,0,0.0
560.0,0.0,330.0,10,0,0.0
561.0,1634.0,258.0,9,0,0.0
562.0,0.0,279.0,9,0,0.0
563.0,1400.0,278.0,10,0,0.0
564.0,0.0,300.0,10,0,0.0
565.0,813.0,272.0,10,0,0.0
566.0,0.0,300.0,10,0,0.0
567.0,803.0,260.0,9,0,0.0
568.0,0.0,270.0,9,0,0.0
569.0,398.0,278.0,10,0,0.0
570.0,0.0,300.0,10,0,0.0
571.0,1507.0,284.0,11,0,0.0
572.0,0.0,330.0,11,0,0.0
573.0,1027.0,286.0,12,0,0.0
574.0,0.0,353.0,11,0,0.0
575.0,1019.0,298.0,12,0,0.0
576.0,0.0,348.0,12,0,0.0
577.0,1166.0,301.0,12,0,0.0
578.0,0.0,347.0,11,0,0.0
579.0,483.0,333.0,12,0,0.0
580.0,0.0,329.0,11,0,0.0
581.0,1126.0,289.0,11,0,0.0
582.0,0.0,330.0,11,0,0.0
583.0,1458.0,274.0,12,0,0.0
584.0,0.0,348.0,12,0,0.0
585.0,533.0,349.0,12,0,0.0
586.0,0.0,348.0,12,0,0.0
587.0,1029.0,323.0,13,0,0.0
588.0,0.0,376.0,12,0,0.0
589.0,1122.0,323.0,13,0,0.0
590.0,0.0,357.0,12,0,0.0
591.0,1218.0,298.0,12,0,0.0
592.0,0.0,348.0,12,0,0.0
593.0,506.0,345.0,12,0,0.0
594.0,0.0,348.0,12,0,0.0
595.0,1743.0,271.0,13,0,0.0
596.0,0.0,364.0,13,0,0.0
597.0,736.0,361.0,14,0,0.0
598.0,0.0,397.0,13,0,0.0
599.0,582.0,349.0,13,0,0.0
