pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=64,sr<=40%,kvB<=16k,kp=0,-0.0172,2
0,n<=64,sr<=40%,kvB<=1k,kp=0,0.0002,2
0,n<=64,sr<=40%,kvB<=4k,kp=0,-0.0345,2
0,n<=64,sr<=5%,kvB<=16k,kp=0,0.056,6
0,n<=64,sr<=5%,kvB<=1k,kp=0,0.0381,6
0,n<=64,sr<=5%,kvB<=4k,kp=0,0.0537,6
0,n<=64,sr<=70%,kvB<=16k,kp=0,-0.1172,2
0,n<=64,sr<=70%,kvB<=1k,kp=0,-0.1289,2
0,n<=64,sr<=70%,kvB<=4k,kp=0,-0.1265,2
0,n<=64,sr>70%,kvB<=16k,kp=0,-0.3646,4
0,n<=64,sr>70%,kvB<=1k,kp=0,-0.2734,4
0,n<=64,sr>70%,kvB<=4k,kp=0,-0.3701,4
0,n<=8,sr<=15%,kvB<=16k,kp=0,0.0551,2
0,n<=8,sr<=15%,kvB<=1k,kp=0,0.0231,2
0,n<=8,sr<=15%,kvB<=4k,kp=0,0.0263,2
0,n<=8,sr<=40%,kvB<=16k,kp=0,0.0221,4
0,n<=8,sr<=40%,kvB<=1k,kp=0,0.0822,4
0,n<=8,sr<=40%,kvB<=4k,kp=0,0.0014,4
0,n<=8,sr<=70%,kvB<=16k,kp=0,-0.0034,2
0,n<=8,sr<=70%,kvB<=1k,kp=0,-0.0064,2
0,n<=8,sr<=70%,kvB<=4k,kp=0,-0.0402,2
0,n<=8,sr>70%,kvB<=16k,kp=0,0.041,4
0,n<=8,sr>70%,kvB<=1k,kp=0,0.0322,4
0,n<=8,sr>70%,kvB<=4k,kp=0,0.1588,4
16,n<=128,sr<=15%,kvB<=16k,kp<=1k,0.0022,4
16,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.0022,4
16,n<=128,sr<=15%,kvB<=16k,kp<=4k,0.0018,4
16,n<=128,sr<=15%,kvB<=16k,kp<=512,0.0023,4
16,n<=128,sr<=15%,kvB<=16k,kp<=8k,0.0018,4
16,n<=128,sr<=15%,kvB<=16k,kp=0,0.0023,4
16,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.001,4
16,n<=128,sr<=15%,kvB<=1k,kp<=2k,-0.0021,4
16,n<=128,sr<=15%,kvB<=1k,kp<=4k,-0.0003,4
16,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0019,4
16,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0021,4
16,n<=128,sr<=15%,kvB<=1k,kp=0,0.0022,4
16,n<=128,sr<=15%,kvB<=4k,kp<=1k,0.0024,4
16,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.0018,4
16,n<=128,sr<=15%,kvB<=4k,kp<=4k,0.0004,4
16,n<=128,sr<=15%,kvB<=4k,kp<=512,0.0022,4
16,n<=128,sr<=15%,kvB<=4k,kp<=8k,-0.0009,4
16,n<=128,sr<=15%,kvB<=4k,kp=0,0.002,4
16,n<=128,sr<=40%,kvB<=16k,kp<=1k,0.0011,2
16,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.001,2
16,n<=128,sr<=40%,kvB<=16k,kp<=4k,0.0005,2
16,n<=128,sr<=40%,kvB<=16k,kp<=512,0.0009,2
16,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.0006,2
16,n<=128,sr<=40%,kvB<=16k,kp=0,0.0009,2
16,n<=128,sr<=40%,kvB<=1k,kp<=1k,0.0001,2
16,n<=128,sr<=40%,kvB<=1k,kp<=2k,-0.0001,2
16,n<=128,sr<=40%,kvB<=1k,kp<=4k,-0.0049,2
16,n<=128,sr<=40%,kvB<=1k,kp<=512,0.0021,2
16,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.0006,2
16,n<=128,sr<=40%,kvB<=1k,kp=0,0.0012,2
16,n<=128,sr<=40%,kvB<=4k,kp<=1k,0.0004,2
16,n<=128,sr<=40%,kvB<=4k,kp<=2k,0.0004,2
16,n<=128,sr<=40%,kvB<=4k,kp<=4k,-0.0001,2
16,n<=128,sr<=40%,kvB<=4k,kp<=512,0.0005,2
16,n<=128,sr<=40%,kvB<=4k,kp<=8k,-0.0008,2
16,n<=128,sr<=40%,kvB<=4k,kp=0,0.0005,2
16,n<=128,sr<=5%,kvB<=16k,kp<=1k,0.0035,8
16,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.0035,8
16,n<=128,sr<=5%,kvB<=16k,kp<=4k,0.0035,8
16,n<=128,sr<=5%,kvB<=16k,kp<=512,0.0036,8
16,n<=128,sr<=5%,kvB<=16k,kp<=8k,0.003,8
16,n<=128,sr<=5%,kvB<=16k,kp=0,0.0036,8
16,n<=128,sr<=5%,kvB<=1k,kp<=1k,-0.0006,8
16,n<=128,sr<=5%,kvB<=1k,kp<=2k,-0.0009,8
16,n<=128,sr<=5%,kvB<=1k,kp<=4k,-0.0021,8
16,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0007,8
16,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.0003,8
16,n<=128,sr<=5%,kvB<=1k,kp=0,0.0001,8
16,n<=128,sr<=5%,kvB<=4k,kp<=1k,0.0033,8
16,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.003,8
16,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.0007,8
16,n<=128,sr<=5%,kvB<=4k,kp<=512,0.003,8
16,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.0004,8
16,n<=128,sr<=5%,kvB<=4k,kp=0,0.0034,8
16,n<=128,sr<=70%,kvB<=16k,kp<=1k,-0.0005,2
16,n<=128,sr<=70%,kvB<=16k,kp<=2k,-0.0013,2
16,n<=128,sr<=70%,kvB<=16k,kp<=4k,-0.0016,2
16,n<=128,sr<=70%,kvB<=16k,kp<=512,-0.0038,2
16,n<=128,sr<=70%,kvB<=16k,kp<=8k,-0.0022,2
16,n<=128,sr<=70%,kvB<=16k,kp=0,-0.0006,2
16,n<=128,sr<=70%,kvB<=1k,kp<=1k,-0.0019,2
16,n<=128,sr<=70%,kvB<=1k,kp<=2k,0.0006,2
16,n<=128,sr<=70%,kvB<=1k,kp<=4k,0.0025,2
16,n<=128,sr<=70%,kvB<=1k,kp<=512,-0.0021,2
16,n<=128,sr<=70%,kvB<=1k,kp<=8k,0.0,2
16,n<=128,sr<=70%,kvB<=1k,kp=0,-0.0004,2
16,n<=128,sr<=70%,kvB<=4k,kp<=1k,-0.0018,2
16,n<=128,sr<=70%,kvB<=4k,kp<=2k,-0.0014,2
16,n<=128,sr<=70%,kvB<=4k,kp<=4k,-0.0006,2
16,n<=128,sr<=70%,kvB<=4k,kp<=512,-0.0015,2
16,n<=128,sr<=70%,kvB<=4k,kp<=8k,0.0061,2
16,n<=128,sr<=70%,kvB<=4k,kp=0,-0.0008,2
16,n<=128,sr>70%,kvB<=16k,kp<=1k,0.0061,4
16,n<=128,sr>70%,kvB<=16k,kp<=2k,0.0058,4
16,n<=128,sr>70%,kvB<=16k,kp<=4k,0.0013,4
16,n<=128,sr>70%,kvB<=16k,kp<=512,0.0074,4
16,n<=128,sr>70%,kvB<=16k,kp<=8k,0.0003,4
16,n<=128,sr>70%,kvB<=16k,kp=0,0.0081,4
16,n<=128,sr>70%,kvB<=1k,kp<=1k,0.0043,4
16,n<=128,sr>70%,kvB<=1k,kp<=2k,0.0081,4
16,n<=128,sr>70%,kvB<=1k,kp<=4k,-0.0017,4
16,n<=128,sr>70%,kvB<=1k,kp<=512,0.0048,4
16,n<=128,sr>70%,kvB<=1k,kp<=8k,0.003,4
16,n<=128,sr>70%,kvB<=1k,kp=0,0.0076,4
16,n<=128,sr>70%,kvB<=4k,kp<=1k,0.0035,4
16,n<=128,sr>70%,kvB<=4k,kp<=2k,0.004,4
16,n<=128,sr>70%,kvB<=4k,kp<=4k,0.0034,4
16,n<=128,sr>70%,kvB<=4k,kp<=512,0.0053,4
16,n<=128,sr>70%,kvB<=4k,kp<=8k,0.004,4
16,n<=128,sr>70%,kvB<=4k,kp=0,0.0056,4
16,n<=16,sr<=15%,kvB<=16k,kp<=1k,0.0843,4
16,n<=16,sr<=15%,kvB<=16k,kp<=2k,0.0875,4
16,n<=16,sr<=15%,kvB<=16k,kp<=4k,0.0382,4
16,n<=16,sr<=15%,kvB<=16k,kp<=512,0.0818,4
16,n<=16,sr<=15%,kvB<=16k,kp<=8k,0.0186,4
16,n<=16,sr<=15%,kvB<=16k,kp=0,0.0738,4
16,n<=16,sr<=15%,kvB<=1k,kp<=1k,0.0739,4
16,n<=16,sr<=15%,kvB<=1k,kp<=2k,0.0448,4
16,n<=16,sr<=15%,kvB<=1k,kp<=4k,0.0836,4
16,n<=16,sr<=15%,kvB<=1k,kp<=512,0.1274,4
16,n<=16,sr<=15%,kvB<=1k,kp<=8k,0.0782,4
16,n<=16,sr<=15%,kvB<=1k,kp=0,0.1467,4
16,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.1017,4
16,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.0738,4
16,n<=16,sr<=15%,kvB<=4k,kp<=4k,0.0255,4
16,n<=16,sr<=15%,kvB<=4k,kp<=512,0.0913,4
16,n<=16,sr<=15%,kvB<=4k,kp<=8k,0.0235,4
16,n<=16,sr<=15%,kvB<=4k,kp=0,0.101,4
16,n<=16,sr<=40%,kvB<=16k,kp<=1k,0.1323,4
16,n<=16,sr<=40%,kvB<=16k,kp<=2k,0.0909,4
16,n<=16,sr<=40%,kvB<=16k,kp<=4k,0.0314,4
16,n<=16,sr<=40%,kvB<=16k,kp<=512,0.1298,4
16,n<=16,sr<=40%,kvB<=16k,kp<=8k,0.0278,4
16,n<=16,sr<=40%,kvB<=16k,kp=0,0.121,4
16,n<=16,sr<=40%,kvB<=1k,kp<=1k,0.0644,4
16,n<=16,sr<=40%,kvB<=1k,kp<=2k,0.0351,4
16,n<=16,sr<=40%,kvB<=1k,kp<=4k,0.081,4
16,n<=16,sr<=40%,kvB<=1k,kp<=512,0.1272,4
16,n<=16,sr<=40%,kvB<=1k,kp<=8k,0.0773,4
16,n<=16,sr<=40%,kvB<=1k,kp=0,0.1348,4
16,n<=16,sr<=40%,kvB<=4k,kp<=1k,0.0994,4
16,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.1082,4
16,n<=16,sr<=40%,kvB<=4k,kp<=4k,0.0983,4
16,n<=16,sr<=40%,kvB<=4k,kp<=512,0.1545,4
16,n<=16,sr<=40%,kvB<=4k,kp<=8k,0.1077,4
16,n<=16,sr<=40%,kvB<=4k,kp=0,0.1149,4
16,n<=16,sr<=70%,kvB<=16k,kp<=1k,0.3049,2
16,n<=16,sr<=70%,kvB<=16k,kp<=2k,0.2617,2
16,n<=16,sr<=70%,kvB<=16k,kp<=4k,0.241,2
16,n<=16,sr<=70%,kvB<=16k,kp<=512,0.3369,2
16,n<=16,sr<=70%,kvB<=16k,kp<=8k,0.3552,2
16,n<=16,sr<=70%,kvB<=16k,kp=0,0.5013,2
16,n<=16,sr<=70%,kvB<=1k,kp<=1k,0.0007,2
16,n<=16,sr<=70%,kvB<=1k,kp<=2k,0.0382,2
16,n<=16,sr<=70%,kvB<=1k,kp<=4k,0.029,2
16,n<=16,sr<=70%,kvB<=1k,kp<=512,0.0786,2
16,n<=16,sr<=70%,kvB<=1k,kp<=8k,0.0926,2
16,n<=16,sr<=70%,kvB<=1k,kp=0,0.0458,2
16,n<=16,sr<=70%,kvB<=4k,kp<=1k,0.3589,2
16,n<=16,sr<=70%,kvB<=4k,kp<=2k,0.5426,2
16,n<=16,sr<=70%,kvB<=4k,kp<=4k,0.4859,2
16,n<=16,sr<=70%,kvB<=4k,kp<=512,0.4262,2
16,n<=16,sr<=70%,kvB<=4k,kp<=8k,0.8052,2
16,n<=16,sr<=70%,kvB<=4k,kp=0,0.4008,2
16,n<=16,sr>70%,kvB<=16k,kp<=1k,0.8585,4
16,n<=16,sr>70%,kvB<=16k,kp<=2k,0.7503,4
16,n<=16,sr>70%,kvB<=16k,kp<=4k,0.8085,4
16,n<=16,sr>70%,kvB<=16k,kp<=512,1.1373,4
16,n<=16,sr>70%,kvB<=16k,kp<=8k,0.9883,3
16,n<=16,sr>70%,kvB<=16k,kp=0,1.8823,4
16,n<=16,sr>70%,kvB<=1k,kp<=1k,0.2599,4
16,n<=16,sr>70%,kvB<=1k,kp<=2k,0.6076,4
16,n<=16,sr>70%,kvB<=1k,kp<=4k,0.2007,4
16,n<=16,sr>70%,kvB<=1k,kp<=512,0.3344,4
16,n<=16,sr>70%,kvB<=1k,kp<=8k,0.4516,4
16,n<=16,sr>70%,kvB<=1k,kp=0,0.1619,4
16,n<=16,sr>70%,kvB<=4k,kp<=1k,1.2194,4
16,n<=16,sr>70%,kvB<=4k,kp<=2k,2.207,4
16,n<=16,sr>70%,kvB<=4k,kp<=4k,4.7313,4
16,n<=16,sr>70%,kvB<=4k,kp<=512,1.5405,4
16,n<=16,sr>70%,kvB<=4k,kp<=8k,2.4971,2
16,n<=16,sr>70%,kvB<=4k,kp=0,1.9344,4
16,n<=2,sr<=70%,kvB<=16k,kp<=1k,0.9868,2
16,n<=2,sr<=70%,kvB<=16k,kp<=2k,0.8679,2
16,n<=2,sr<=70%,kvB<=16k,kp<=4k,0.8282,2
16,n<=2,sr<=70%,kvB<=16k,kp<=512,0.9925,2
16,n<=2,sr<=70%,kvB<=16k,kp<=8k,0.0708,2
16,n<=2,sr<=70%,kvB<=16k,kp=0,0.9958,2
16,n<=2,sr<=70%,kvB<=1k,kp<=1k,-0.8821,2
16,n<=2,sr<=70%,kvB<=1k,kp<=2k,-0.8602,2
16,n<=2,sr<=70%,kvB<=1k,kp<=4k,-0.8494,2
16,n<=2,sr<=70%,kvB<=1k,kp<=512,0.0173,2
16,n<=2,sr<=70%,kvB<=1k,kp<=8k,-0.7542,2
16,n<=2,sr<=70%,kvB<=1k,kp=0,0.9722,2
16,n<=2,sr<=70%,kvB<=4k,kp<=1k,0.8198,2
16,n<=2,sr<=70%,kvB<=4k,kp<=2k,-0.0181,2
16,n<=2,sr<=70%,kvB<=4k,kp<=4k,-0.9718,2
16,n<=2,sr<=70%,kvB<=4k,kp<=512,0.9771,2
16,n<=2,sr<=70%,kvB<=4k,kp<=8k,-1.057,2
16,n<=2,sr<=70%,kvB<=4k,kp=0,0.9846,2
16,n<=32,sr<=15%,kvB<=16k,kp<=1k,0.0519,6
16,n<=32,sr<=15%,kvB<=16k,kp<=2k,0.0523,6
16,n<=32,sr<=15%,kvB<=16k,kp<=4k,0.0353,6
16,n<=32,sr<=15%,kvB<=16k,kp<=512,0.0643,6
16,n<=32,sr<=15%,kvB<=16k,kp<=8k,0.0369,6
16,n<=32,sr<=15%,kvB<=16k,kp=0,0.0582,6
16,n<=32,sr<=15%,kvB<=1k,kp<=1k,0.0438,6
16,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.0367,6
16,n<=32,sr<=15%,kvB<=1k,kp<=4k,0.0512,6
16,n<=32,sr<=15%,kvB<=1k,kp<=512,0.0593,6
16,n<=32,sr<=15%,kvB<=1k,kp<=8k,0.0684,6
16,n<=32,sr<=15%,kvB<=1k,kp=0,0.0995,6
16,n<=32,sr<=15%,kvB<=4k,kp<=1k,0.0834,6
16,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.0614,6
16,n<=32,sr<=15%,kvB<=4k,kp<=4k,0.0896,6
16,n<=32,sr<=15%,kvB<=4k,kp<=512,0.0697,6
16,n<=32,sr<=15%,kvB<=4k,kp<=8k,0.0894,6
16,n<=32,sr<=15%,kvB<=4k,kp=0,0.1139,6
16,n<=32,sr<=40%,kvB<=16k,kp<=1k,0.1001,2
16,n<=32,sr<=40%,kvB<=16k,kp<=2k,0.0945,2
16,n<=32,sr<=40%,kvB<=16k,kp<=4k,0.0945,2
16,n<=32,sr<=40%,kvB<=16k,kp<=512,0.1254,2
16,n<=32,sr<=40%,kvB<=16k,kp<=8k,0.1034,2
16,n<=32,sr<=40%,kvB<=16k,kp=0,0.1353,2
16,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.102,2
16,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.2082,2
16,n<=32,sr<=40%,kvB<=1k,kp<=4k,0.2732,2
16,n<=32,sr<=40%,kvB<=1k,kp<=512,0.1025,2
16,n<=32,sr<=40%,kvB<=1k,kp<=8k,0.2487,2
16,n<=32,sr<=40%,kvB<=1k,kp=0,0.1405,2
16,n<=32,sr<=40%,kvB<=4k,kp<=1k,0.2178,2
16,n<=32,sr<=40%,kvB<=4k,kp<=2k,0.251,2
16,n<=32,sr<=40%,kvB<=4k,kp<=4k,0.2302,2
16,n<=32,sr<=40%,kvB<=4k,kp<=512,0.1857,2
16,n<=32,sr<=40%,kvB<=4k,kp<=8k,0.2313,2
16,n<=32,sr<=40%,kvB<=4k,kp=0,0.3342,2
16,n<=32,sr<=5%,kvB<=16k,kp<=1k,0.0379,2
16,n<=32,sr<=5%,kvB<=16k,kp<=2k,0.0345,2
16,n<=32,sr<=5%,kvB<=16k,kp<=4k,0.0273,2
16,n<=32,sr<=5%,kvB<=16k,kp<=512,0.0429,2
16,n<=32,sr<=5%,kvB<=16k,kp<=8k,0.0145,2
16,n<=32,sr<=5%,kvB<=16k,kp=0,0.0517,2
16,n<=32,sr<=5%,kvB<=1k,kp<=1k,0.0169,2
16,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.0126,2
16,n<=32,sr<=5%,kvB<=1k,kp<=4k,0.0265,2
16,n<=32,sr<=5%,kvB<=1k,kp<=512,0.0374,2
16,n<=32,sr<=5%,kvB<=1k,kp<=8k,0.0067,2
16,n<=32,sr<=5%,kvB<=1k,kp=0,0.0591,2
16,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.044,2
16,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.0328,2
16,n<=32,sr<=5%,kvB<=4k,kp<=4k,0.0128,2
16,n<=32,sr<=5%,kvB<=4k,kp<=512,0.0377,2
16,n<=32,sr<=5%,kvB<=4k,kp<=8k,0.0349,2
16,n<=32,sr<=5%,kvB<=4k,kp=0,0.0676,2
16,n<=32,sr<=70%,kvB<=16k,kp<=1k,0.2319,2
16,n<=32,sr<=70%,kvB<=16k,kp<=2k,0.1849,2
16,n<=32,sr<=70%,kvB<=16k,kp<=4k,0.1913,2
16,n<=32,sr<=70%,kvB<=16k,kp<=512,0.2239,2
16,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.2056,2
16,n<=32,sr<=70%,kvB<=16k,kp=0,0.3083,2
16,n<=32,sr<=70%,kvB<=1k,kp<=1k,0.4837,2
16,n<=32,sr<=70%,kvB<=1k,kp<=2k,0.6452,2
16,n<=32,sr<=70%,kvB<=1k,kp<=4k,0.6784,2
16,n<=32,sr<=70%,kvB<=1k,kp<=512,0.5293,2
16,n<=32,sr<=70%,kvB<=1k,kp<=8k,0.6317,2
16,n<=32,sr<=70%,kvB<=1k,kp=0,0.7654,2
16,n<=32,sr<=70%,kvB<=4k,kp<=1k,0.2879,2
16,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.405,2
16,n<=32,sr<=70%,kvB<=4k,kp<=4k,0.3451,2
16,n<=32,sr<=70%,kvB<=4k,kp<=512,0.3558,2
16,n<=32,sr<=70%,kvB<=4k,kp<=8k,0.3761,2
16,n<=32,sr<=70%,kvB<=4k,kp=0,0.5475,2
16,n<=32,sr>70%,kvB<=16k,kp<=1k,0.46,4
16,n<=32,sr>70%,kvB<=16k,kp<=2k,0.4518,4
16,n<=32,sr>70%,kvB<=16k,kp<=4k,0.4865,4
16,n<=32,sr>70%,kvB<=16k,kp<=512,0.5754,4
16,n<=32,sr>70%,kvB<=16k,kp<=8k,0.5142,4
16,n<=32,sr>70%,kvB<=16k,kp=0,0.7061,4
16,n<=32,sr>70%,kvB<=1k,kp<=1k,1.6801,4
16,n<=32,sr>70%,kvB<=1k,kp<=2k,1.2936,4
16,n<=32,sr>70%,kvB<=1k,kp<=4k,1.5512,4
16,n<=32,sr>70%,kvB<=1k,kp<=512,1.4321,4
16,n<=32,sr>70%,kvB<=1k,kp<=8k,1.6219,4
16,n<=32,sr>70%,kvB<=1k,kp=0,2.0122,4
16,n<=32,sr>70%,kvB<=4k,kp<=1k,0.7186,4
16,n<=32,sr>70%,kvB<=4k,kp<=2k,0.8722,4
16,n<=32,sr>70%,kvB<=4k,kp<=4k,0.9562,4
16,n<=32,sr>70%,kvB<=4k,kp<=512,0.7891,4
16,n<=32,sr>70%,kvB<=4k,kp<=8k,0.8717,3
16,n<=32,sr>70%,kvB<=4k,kp=0,1.1591,4
16,n<=4,sr<=40%,kvB<=16k,kp<=1k,0.3743,2
16,n<=4,sr<=40%,kvB<=16k,kp<=2k,0.4544,2
16,n<=4,sr<=40%,kvB<=16k,kp<=4k,0.5231,2
16,n<=4,sr<=40%,kvB<=16k,kp<=512,0.333,2
16,n<=4,sr<=40%,kvB<=16k,kp<=8k,0.4884,2
16,n<=4,sr<=40%,kvB<=16k,kp=0,0.3205,2
16,n<=4,sr<=40%,kvB<=1k,kp<=1k,-0.1618,2
16,n<=4,sr<=40%,kvB<=1k,kp<=2k,-0.1898,2
16,n<=4,sr<=40%,kvB<=1k,kp<=4k,-0.1364,2
16,n<=4,sr<=40%,kvB<=1k,kp<=512,0.6697,2
16,n<=4,sr<=40%,kvB<=1k,kp<=8k,-0.1672,2
16,n<=4,sr<=40%,kvB<=1k,kp=0,0.5126,5
16,n<=4,sr<=40%,kvB<=4k,kp<=1k,0.5384,2
16,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.4865,2
16,n<=4,sr<=40%,kvB<=4k,kp<=4k,-0.5046,2
16,n<=4,sr<=40%,kvB<=4k,kp<=512,0.4646,2
16,n<=4,sr<=40%,kvB<=4k,kp<=8k,-0.296,2
16,n<=4,sr<=40%,kvB<=4k,kp=0,0.3426,3
16,n<=4,sr<=70%,kvB<=16k,kp<=1k,0.2711,2
16,n<=4,sr<=70%,kvB<=16k,kp<=2k,0.3113,2
16,n<=4,sr<=70%,kvB<=16k,kp<=4k,0.3922,2
16,n<=4,sr<=70%,kvB<=16k,kp<=512,0.1605,2
16,n<=4,sr<=70%,kvB<=16k,kp<=8k,0.6844,2
16,n<=4,sr<=70%,kvB<=16k,kp=0,0.0135,2
16,n<=4,sr<=70%,kvB<=1k,kp<=1k,-0.5481,2
16,n<=4,sr<=70%,kvB<=1k,kp<=2k,-0.6478,2
16,n<=4,sr<=70%,kvB<=1k,kp<=4k,-0.5169,2
16,n<=4,sr<=70%,kvB<=1k,kp<=512,0.9212,2
16,n<=4,sr<=70%,kvB<=1k,kp<=8k,-0.3802,2
16,n<=4,sr<=70%,kvB<=1k,kp=0,0.5655,4
