prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,12.1713
0,0,1,32,12.2993
0,0,1,64,12.363
0,0,1,128,17.5907
0,0,1,256,17.9747
0,0,1,512,19.6383
0,0,1,1024,23.607
0,0,1,2048,33.793
0,0,1,4096,48.7807
0,0,1,8192,79.8237
0,0,1,16384,136.295
0,0,2,16,18.0703
0,0,2,32,18.1237
0,0,2,64,18.4017
0,0,2,128,21.942
0,0,2,256,23.212
0,0,2,512,26.934
0,0,2,1024,36.4603
0,0,2,2048,51.7463
0,0,2,4096,81.4017
0,0,2,8192,136.85
0,0,2,16384,246.53
0,0,4,16,18.1447
0,0,4,32,18.4757
0,0,4,64,18.8703
0,0,4,128,22.8807
0,0,4,256,27.7347
0,0,4,512,35.2873
0,0,4,1024,50.7863
0,0,4,2048,79.2787
0,0,4,4096,134.225
0,0,4,8192,241.367
0,0,4,16384,460.439
0,0,8,16,18.8053
0,0,8,32,19.255
0,0,8,64,20.4063
0,0,8,128,29.0693
0,0,8,256,39.213
0,0,8,512,52.4923
0,0,8,1024,82.4467
0,0,8,2048,139.901
0,0,8,4096,250.444
0,0,8,8192,464.098
0,0,8,16384,914.416
0,0,16,16,24.4807
0,0,16,32,25.313
0,0,16,64,27.329
0,0,16,128,37.1753
0,0,16,256,53.9013
0,0,16,512,83.3323
0,0,16,1024,141.02
0,0,16,2048,256.045
0,0,16,4096,484.644
0,0,16,8192,913.134
0,0,16,16384,1815.76
0,0,32,16,34.829
0,0,32,32,35.4683
0,0,32,64,38.84
0,0,32,128,58.2107
0,0,32,256,92.4523
0,0,32,512,157.149
0,0,32,1024,277.432
0,0,32,2048,519.065
0,0,32,4096,1015.14
0,0,32,8192,2003.48
0,0,32,16384,4003.3
0,0,64,16,51.672
0,0,64,32,53.539
0,0,64,64,56.9517
0,0,64,128,91.1303
0,0,64,256,154.471
0,0,64,512,277.283
0,0,64,1024,511.961
0,0,64,2048,976.783
0,0,64,4096,1925.8
0,0,64,8192,3814.79
0,0,64,16384,7641.94
0,0,128,16,89.3913
0,0,128,32,90.5963
0,0,128,64,96.634
0,0,128,128,171.197
0,0,128,256,274.818
0,0,128,512,507
0,0,128,1024,970.499
0,0,128,2048,1889.72
0,0,128,4096,3734.21
0,0,128,8192,7446.46
0,0,128,16384,14872.2
0,0,256,16,163.826
0,0,256,32,167.058
0,0,256,64,183.357
0,0,256,128,313.987
0,0,256,256,520.206
0,0,256,512,987.383
0,0,256,1024,1899.46
0,0,256,2048,3740.1
0,0,256,4096,7394.59
0,0,256,8192,14733.4
0,0,256,16384,29385.1
16,0,0,0,12.6937
16,0,1,16,12.694
16,0,1,32,12.7683
16,0,1,64,12.6297
16,0,1,128,15.3177
16,0,1,256,18.9017
16,0,1,512,25.815
16,0,1,1024,40.1083
16,0,1,2048,68.9197
16,0,1,4096,126.48
16,0,1,8192,240.991
16,0,1,16384,471.55
16,0,2,16,18.0273
16,0,2,32,18.0377
16,0,2,64,18.23
16,0,2,128,21.9953
16,0,2,256,25.6543
16,0,2,512,32.6843
16,0,2,1024,46.8607
16,0,2,2048,75.0213
16,0,2,4096,130.768
16,0,2,8192,246.495
16,0,2,16384,478.932
16,0,4,16,18.252
16,0,4,32,18.3467
16,0,4,64,18.6033
16,0,4,128,24.2997
16,0,4,256,31.4787
16,0,4,512,46.519
16,0,4,1024,75.533
16,0,4,2048,134.577
16,0,4,4096,252.159
16,0,4,8192,489.184
16,0,4,16384,960.37
16,0,8,16,28.7903
16,0,8,32,29.1747
16,0,8,64,29.494
16,0,8,128,41.3027
16,0,8,256,55.8093
16,0,8,512,83.9923
16,0,8,1024,143.046
16,0,8,2048,259.764
16,0,8,4096,494.515
16,0,8,8192,996.617
16,0,8,16384,2027.3
16,0,16,16,44.728
16,0,16,32,45.3247
16,0,16,64,46.2307
16,0,16,128,68.056
16,0,16,256,93.2087
16,0,16,512,144.518
16,0,16,1024,254.762
16,0,16,2048,469.886
16,0,16,4096,1010.47
16,0,16,8192,2210.35
16,0,16,16384,4836.89
16,0,32,16,76.654
16,0,32,32,78.5527
16,0,32,64,80.2593
16,0,32,128,121.765
16,0,32,256,176.327
16,0,32,512,316.173
16,0,32,1024,591.469
16,0,32,2048,1309.64
16,0,32,4096,3050.05
16,0,32,8192,6458.83
16,0,32,16384,12934.2
16,0,64,16,140.742
16,0,64,32,144.891
16,0,64,64,151.067
16,0,64,128,240.489
16,0,64,256,439.004
16,0,64,512,904.237
16,0,64,1024,1766.9
16,0,64,2048,3571.52
16,0,64,4096,7156.05
16,0,64,8192,14426.2
16,0,64,16384,29043.3
16,0,128,16,273.45
16,0,128,32,279.798
16,0,128,64,289.569
16,0,128,128,524.255
16,0,128,256,959.813
16,0,128,512,1888.03
16,0,128,1024,3709.13
16,0,128,2048,7378.57
16,0,128,4096,14684.9
16,0,128,8192,29335.7
16,0,128,16384,58609
16,16,0,0,12.8753
16,16,1,16,12.886
16,16,1,32,12.9927
16,16,1,64,13.0673
16,16,1,128,15.297
16,16,1,256,18.9027
16,16,1,512,25.857
16,16,1,1024,40.204
16,16,1,2048,69.037
16,16,1,4096,126.395
16,16,1,8192,240.99
16,16,1,16384,471.206
16,16,2,16,18.369
16,16,2,32,18.5393
16,16,2,64,18.667
16,16,2,128,22.2727
16,16,2,256,25.8463
16,16,2,512,32.8647
16,16,2,1024,46.9777
16,16,2,2048,75.1707
16,16,2,4096,131.108
16,16,2,8192,246.644
16,16,2,16384,478.877
16,16,4,16,18.571
16,16,4,32,18.806
16,16,4,64,19.2327
16,16,4,128,24.278
16,16,4,256,31.6173
16,16,4,512,46.423
16,16,4,1024,75.2347
16,16,4,2048,134.863
16,16,4,4096,252.234
16,16,4,8192,489.072
16,16,4,16384,960.184
16,16,8,16,29.196
16,16,8,32,29.7717
16,16,8,64,30.3477
16,16,8,128,41.3133
16,16,8,256,55.65
16,16,8,512,84.2267
16,16,8,1024,142.427
16,16,8,2048,260.809
16,16,8,4096,496.646
16,16,8,8192,1003.21
16,16,8,16384,2034.78
16,16,16,16,44.9087
16,16,16,32,45.954
16,16,16,64,47.0953
16,16,16,128,67.8743
16,16,16,256,93.3153
16,16,16,512,144.794
16,16,16,1024,255.22
16,16,16,2048,474.374
16,16,16,4096,977.483
16,16,16,8192,2271.15
16,16,16,16384,4937.99
16,16,32,16,76.7067
16,16,32,32,78.723
16,16,32,64,80.611
16,16,32,128,121.466
16,16,32,256,176.7
16,16,32,512,315.019
16,16,32,1024,587.626
16,16,32,2048,1300.74
16,16,32,4096,3086.94
16,16,32,8192,6290.97
16,16,32,16384,13010.6
16,16,64,16,140.773
16,16,64,32,144.976
16,16,64,64,151.131
16,16,64,128,240.84
16,16,64,256,438.031
16,16,64,512,909.813
16,16,64,1024,1758.93
16,16,64,2048,3618.33
16,16,64,4096,7112.95
16,16,64,8192,14391.4
16,16,64,16384,29071.4
16,16,128,16,273.481
16,16,128,32,279.615
16,16,128,64,290.09
16,16,128,128,530.237
16,16,128,256,962.764
16,16,128,512,1888.68
16,16,128,1024,3708.94
16,16,128,2048,7377.14
16,16,128,4096,14681.8
16,16,128,8192,29337.3
16,16,128,16384,58612.7
16,32,0,0,13.078
16,32,1,16,12.971
16,32,1,32,13.099
16,32,1,64,13.1203
16,32,1,128,15.3603
16,32,1,256,18.8917
16,32,1,512,25.9423
16,32,1,1024,40.1083
16,32,1,2048,68.962
16,32,1,4096,126.415
16,32,1,8192,240.85
16,32,1,16384,471.14
16,32,2,16,18.4227
16,32,2,32,18.5927
16,32,2,64,18.7953
16,32,2,128,22.411
16,32,2,256,25.9313
16,32,2,512,32.9187
16,32,2,1024,47.255
16,32,2,2048,75.1383
16,32,2,4096,131.492
16,32,2,8192,246.718
16,32,2,16384,478.693
16,32,4,16,18.6353
16,32,4,32,18.9663
16,32,4,64,19.3073
16,32,4,128,24.2563
16,32,4,256,31.8087
16,32,4,512,46.2737
16,32,4,1024,75.5753
16,32,4,2048,134.916
16,32,4,4096,252.04
16,32,4,8192,489.147
16,32,4,16384,960.213
16,32,8,16,29.2057
16,32,8,32,29.6007
16,32,8,64,30.2087
16,32,8,128,41.3237
16,32,8,256,55.6073
16,32,8,512,84.088
16,32,8,1024,142.489
16,32,8,2048,260.211
16,32,8,4096,495.579
16,32,8,8192,1001.07
16,32,8,16384,2052.07
16,32,16,16,45.068
16,32,16,32,45.8783
16,32,16,64,47.0627
16,32,16,128,68.013
16,32,16,256,93.347
16,32,16,512,144.197
16,32,16,1024,254.834
16,32,16,2048,467.619
16,32,16,4096,1021.72
16,32,16,8192,2356.62
16,32,16,16384,4796.55
16,32,32,16,76.706
16,32,32,32,78.701
16,32,32,64,80.856
16,32,32,128,121.71
16,32,32,256,177.168
16,32,32,512,315.615
16,32,32,1024,588.797
16,32,32,2048,1327.32
16,32,32,4096,3056.23
16,32,32,8192,6348.52
16,32,32,16384,13095.3
16,32,64,16,141.007
16,32,64,32,145.189
16,32,64,64,150.789
16,32,64,128,241.244
16,32,64,256,438.542
