pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,0.0064,4
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.0139,4
0,n<=128,sr<=15%,kvB<=4k,kp=0,0.0087,4
0,n<=128,sr<=40%,kvB<=16k,kp=0,-0.0028,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.004,2
0,n<=128,sr<=40%,kvB<=4k,kp=0,-0.0029,2
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.0124,8
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.0049,8
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.0127,8
0,n<=128,sr<=70%,kvB<=16k,kp=0,-0.015,2
0,n<=128,sr<=70%,kvB<=1k,kp=0,-0.0094,2
0,n<=128,sr<=70%,kvB<=4k,kp=0,-0.0113,2
0,n<=128,sr>70%,kvB<=16k,kp=0,-0.0259,4
0,n<=128,sr>70%,kvB<=1k,kp=0,0.0377,4
0,n<=128,sr>70%,kvB<=4k,kp=0,-0.0011,4
0,n<=16,sr<=15%,kvB<=16k,kp=0,0.0022,4
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.0986,4
0,n<=16,sr<=15%,kvB<=4k,kp=0,-0.0069,4
0,n<=16,sr<=40%,kvB<=16k,kp=0,-0.0128,4
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.1071,4
0,n<=16,sr<=40%,kvB<=4k,kp=0,-0.0055,4
0,n<=16,sr<=70%,kvB<=16k,kp=0,-0.0279,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.0551,2
0,n<=16,sr<=70%,kvB<=4k,kp=0,-0.0185,2
0,n<=16,sr>70%,kvB<=16k,kp=0,0.004,4
0,n<=16,sr>70%,kvB<=1k,kp=0,0.3247,4
0,n<=16,sr>70%,kvB<=4k,kp=0,0.0187,4
0,n<=2,sr<=70%,kvB<=16k,kp=0,0.0295,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,0.1686,2
0,n<=2,sr<=70%,kvB<=4k,kp=0,-0.1688,2
0,n<=256,sr<=15%,kvB<=16k,kp=0,-0.0001,4
0,n<=256,sr<=15%,kvB<=1k,kp=0,0.0076,4
0,n<=256,sr<=15%,kvB<=4k,kp=0,-0.0006,4
0,n<=256,sr<=40%,kvB<=16k,kp=0,-0.001,2
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.0107,2
0,n<=256,sr<=40%,kvB<=4k,kp=0,-0.0021,2
0,n<=256,sr<=5%,kvB<=16k,kp=0,0.0003,8
0,n<=256,sr<=5%,kvB<=1k,kp=0,0.0006,8
0,n<=256,sr<=5%,kvB<=4k,kp=0,0.0012,8
0,n<=256,sr<=70%,kvB<=16k,kp=0,-0.0008,2
0,n<=256,sr<=70%,kvB<=1k,kp=0,-0.0039,2
0,n<=256,sr<=70%,kvB<=4k,kp=0,-0.0029,2
0,n<=256,sr>70%,kvB<=16k,kp=0,0.0044,4
0,n<=256,sr>70%,kvB<=1k,kp=0,0.0171,4
0,n<=256,sr>70%,kvB<=4k,kp=0,0.0038,4
0,n<=32,sr<=15%,kvB<=16k,kp=0,0.0286,6
0,n<=32,sr<=15%,kvB<=1k,kp=0,0.0511,6
0,n<=32,sr<=15%,kvB<=4k,kp=0,0.0274,6
0,n<=32,sr<=40%,kvB<=16k,kp=0,0.014,2
0,n<=32,sr<=40%,kvB<=1k,kp=0,0.0037,2
0,n<=32,sr<=40%,kvB<=4k,kp=0,-0.0093,2
0,n<=32,sr<=5%,kvB<=16k,kp=0,0.0516,2
0,n<=32,sr<=5%,kvB<=1k,kp=0,0.0488,2
0,n<=32,sr<=5%,kvB<=4k,kp=0,0.0577,2
0,n<=32,sr<=70%,kvB<=16k,kp=0,-0.1077,2
0,n<=32,sr<=70%,kvB<=1k,kp=0,-0.1523,2
0,n<=32,sr<=70%,kvB<=4k,kp=0,-0.0923,2
0,n<=32,sr>70%,kvB<=16k,kp=0,-0.3417,4
0,n<=32,sr>70%,kvB<=1k,kp=0,-0.2656,4
0,n<=32,sr>70%,kvB<=4k,kp=0,-0.3499,4
0,n<=4,sr<=40%,kvB<=16k,kp=0,0.0076,2
0,n<=4,sr<=40%,kvB<=1k,kp=0,-0.0195,4
0,n<=4,sr<=40%,kvB<=4k,kp=0,0.0255,3
0,n<=4,sr<=70%,kvB<=16k,kp=0,-0.0039,2
0,n<=4,sr<=70%,kvB<=1k,kp=0,0.0202,2
0,n<=4,sr<=70%,kvB<=4k,kp=0,-0.0384,2
0,n<=4,sr>70%,kvB<=16k,kp=0,0.0613,2
0,n<=4,sr>70%,kvB<=1k,kp=0,-0.0137,2
0,n<=4,sr>70%,kvB<=4k,kp=0,0.2314,2
0,n<=64,sr<=15%,kvB<=16k,kp=0,0.0265,4
0,n<=64,sr<=15%,kvB<=1k,kp=0,0.027,4
0,n<=64,sr<=15%,kvB<=4k,kp=0,0.0212,4
0,n<=64,sr<=40%,kvB<=16k,kp=0,-0.006,2
0,n<=64,sr<=40%,kvB<=1k,kp=0,0.0262,2
0,n<=64,sr<=40%,kvB<=4k,kp=0,-0.0031,2
0,n<=64,sr<=5%,kvB<=16k,kp=0,0.0257,6
0,n<=64,sr<=5%,kvB<=1k,kp=0,0.024,6
0,n<=64,sr<=5%,kvB<=4k,kp=0,0.0275,6
0,n<=64,sr<=70%,kvB<=16k,kp=0,-0.0352,2
0,n<=64,sr<=70%,kvB<=1k,kp=0,-0.0727,2
0,n<=64,sr<=70%,kvB<=4k,kp=0,-0.0363,2
0,n<=64,sr>70%,kvB<=16k,kp=0,-0.1562,4
0,n<=64,sr>70%,kvB<=1k,kp=0,-0.0762,4
0,n<=64,sr>70%,kvB<=4k,kp=0,-0.1152,4
0,n<=8,sr<=15%,kvB<=16k,kp=0,0.0155,2
0,n<=8,sr<=15%,kvB<=1k,kp=0,0.038,2
0,n<=8,sr<=15%,kvB<=4k,kp=0,-0.0346,2
0,n<=8,sr<=40%,kvB<=16k,kp=0,0.0002,4
0,n<=8,sr<=40%,kvB<=1k,kp=0,0.0637,4
0,n<=8,sr<=40%,kvB<=4k,kp=0,-0.0104,4
0,n<=8,sr<=70%,kvB<=16k,kp=0,-0.0313,2
0,n<=8,sr<=70%,kvB<=1k,kp=0,0.1138,2
0,n<=8,sr<=70%,kvB<=4k,kp=0,-0.0554,2
0,n<=8,sr>70%,kvB<=16k,kp=0,0.0112,4
0,n<=8,sr>70%,kvB<=1k,kp=0,0.2555,4
0,n<=8,sr>70%,kvB<=4k,kp=0,0.011,4
16,n<=128,sr<=15%,kvB<=16k,kp<=1k,0.002,4
16,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.0021,4
16,n<=128,sr<=15%,kvB<=16k,kp<=4k,0.002,4
16,n<=128,sr<=15%,kvB<=16k,kp<=512,0.0023,4
16,n<=128,sr<=15%,kvB<=16k,kp<=8k,0.0017,4
16,n<=128,sr<=15%,kvB<=16k,kp=0,0.0022,4
16,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.0045,4
16,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0031,4
16,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.0016,4
16,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0047,4
16,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0049,4
16,n<=128,sr<=15%,kvB<=1k,kp=0,0.0032,4
16,n<=128,sr<=15%,kvB<=4k,kp<=1k,0.0024,4
16,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.0023,4
16,n<=128,sr<=15%,kvB<=4k,kp<=4k,0.0003,4
16,n<=128,sr<=15%,kvB<=4k,kp<=512,0.0019,4
16,n<=128,sr<=15%,kvB<=4k,kp<=8k,-0.0007,4
16,n<=128,sr<=15%,kvB<=4k,kp=0,0.0024,4
16,n<=128,sr<=40%,kvB<=16k,kp<=1k,0.001,2
16,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.0007,2
16,n<=128,sr<=40%,kvB<=16k,kp<=4k,0.0004,2
16,n<=128,sr<=40%,kvB<=16k,kp<=512,0.0011,2
16,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.0004,2
16,n<=128,sr<=40%,kvB<=16k,kp=0,0.001,2
16,n<=128,sr<=40%,kvB<=1k,kp<=1k,-0.0007,2
16,n<=128,sr<=40%,kvB<=1k,kp<=2k,-0.0004,2
16,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.0003,2
16,n<=128,sr<=40%,kvB<=1k,kp<=512,0.0012,2
