prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,128,8.380600000000504
0,0,1,1024,10.090199999999095
0,0,1,8192,47.29839999999986
0,0,2,128,7.632600000000411
0,0,2,1024,14.784599999999864
0,0,2,8192,90.26939999999904
0,0,4,128,7.30359999999987
0,0,4,1024,25.19060000000072
0,0,4,8192,182.33000000000175
0,0,8,128,9.589399999999568
0,0,8,1024,46.55920000000024
0,0,8,8192,352.72400000000033
0,0,16,128,14.444400000000474
0,0,16,1024,90.50660000000062
0,0,16,8192,836.6019999999935
0,0,32,128,25.659199999999874
0,0,32,1024,175.46880000000274
0,0,32,8192,1905.658000000006
0,0,64,128,47.574600000000466
0,0,64,1024,347.88540000000194
0,0,64,8192,3820.6369999999924
0,0,128,128,91.07620000000051
0,0,128,1024,701.2978000000003
0,0,128,8192,8087.586999999936
0,0,256,128,177.38540000000074
0,0,256,1024,1921.9902000000045
0,0,256,8192,17111.170200000226
16,0,0,0,9.027999999999974
32,0,0,0,11.927599999999803
64,0,0,0,9.689200000000255
128,0,0,0,13.728799999999591
256,0,0,0,23.335400000000483
512,0,0,0,72.7861999999972
1024,0,0,0,264.52499999999947
2048,0,0,0,1000.4017999999876
